n	simple_pre_time	simple_running_time	zipHMMlib_uncompressed_pre_time	zipHMMlib_uncompressed_stage1_time	zipHMMlib_uncompressed_stage2_time	zipHMMlib_uncompressed_running_time	zipHMMlib_uncompressed_path_pre_time	zipHMMlib_uncompressed_path_stage1_time	zipHMMlib_uncompressed_path_stage2_time	zipHMMlib_uncompressed_path_running_time	zipHMMlib_pre_time	zipHMMlib_stage1_time	zipHMMlib_stage2_time	zipHMMlib_running_time	zipHMMlib_path_pre_time	zipHMMlib_path_stage1_time	zipHMMlib_path_stage2_time	zipHMMlib_path_running_time	compression_ratio	zipHMMlib_pre_time/n	zipHMMlib_running_time/n	zipHMMlib_path_running_time/n	zipHMMlib_path_backtrack_time/n	simple_total_time	zipHMMlib_uncompressed_total_time	zipHMMlib_uncompressed_path_total_time	zipHMMlib_total_time	zipHMMlib_path_total_time	zipHMMlib_uncompressed_running_ratio	zipHMMlib_uncompressed_path_running_ratio	zipHMMlib_running_ratio	zipHMMlib_path_running_ratio	zipHMMlib_uncompressed_total_ratio	zipHMMlib_uncompressed_path_total_ratio	zipHMMlib_total_ratio	zipHMMlib_path_total_ratio	n_std	simple_pre_time_std	simple_running_time_std	zipHMMlib_uncompressed_pre_time_std	zipHMMlib_uncompressed_stage1_time_std	zipHMMlib_uncompressed_stage2_time_std	zipHMMlib_uncompressed_running_time_std	zipHMMlib_uncompressed_path_pre_time_std	zipHMMlib_uncompressed_path_stage1_time_std	zipHMMlib_uncompressed_path_stage2_time_std	zipHMMlib_uncompressed_path_running_time_std	zipHMMlib_pre_time_std	zipHMMlib_stage1_time_std	zipHMMlib_stage2_time_std	zipHMMlib_running_time_std	zipHMMlib_path_pre_time_std	zipHMMlib_path_stage1_time_std	zipHMMlib_path_stage2_time_std	zipHMMlib_path_running_time_std	compression_ratio_std	zipHMMlib_pre_time/n_std	zipHMMlib_running_time/n_std	zipHMMlib_path_running_time/n_std	zipHMMlib_path_backtrack_time/n_std	simple_total_time_std	zipHMMlib_uncompressed_total_time_std	zipHMMlib_uncompressed_path_total_time_std	zipHMMlib_total_time_std	zipHMMlib_path_total_time_std	zipHMMlib_uncompressed_running_ratio_std	zipHMMlib_uncompressed_path_running_ratio_std	zipHMMlib_running_ratio_std	zipHMMlib_path_running_ratio_std	zipHMMlib_uncompressed_total_ratio_std	zipHMMlib_uncompressed_path_total_ratio_std	zipHMMlib_total_ratio_std	zipHMMlib_path_total_ratio_std
1024.0	9.799999999999999e-08	0.02447794210526316	0.000811620947368421	8.524031578947369e-05	0.00048586305263157906	0.0005933494210526315	0.0007798481578947369	7.94644210526316e-05	0.002132417368421053	0.0022296694736842104	0.000879855052631579	0.00032754473684210527	8.253947368421052e-06	0.00034629657894736846	0.0008448629473684211	0.00031633473684210527	3.058668421052631e-05	0.00035764257894736843	93.09089999999999	8.592334498355264e-07	3.381802528782895e-07	3.492603310032895e-07	2.180931332236842e-08	0.024478040105263162	0.001404970368421053	0.003009517631578947	0.0012261516315789473	0.0012025055263157893	44.8738235403743	11.738457703500863	75.01327368381094	74.32048776760692	17.71671615967622	8.396479312221322	20.00022542204926	20.55180827394533	0.0	2.7184554438136396e-08	0.005705404692269702	3.4591937179499595e-05	2.07076775162489e-05	0.00012385188663546336	0.00014820240392461655	3.710218351804749e-05	1.956965303251091e-05	0.0004900397828616909	0.0005105569356374332	6.187578434472383e-05	6.844377082267524e-05	1.6867983635569093e-06	7.205274600929172e-05	5.726602865231778e-05	7.751667368153194e-05	7.273540258686764e-06	8.733762024994717e-05	1.798265536464812e-06	6.042557064914436e-08	7.036400977469894e-08	8.529064477533903e-08	5.787079582590393e-09	0.005705408261298192	0.0001503150636290344	0.0005110806016270553	8.941338776728946e-05	0.00011761692759943351	18.85719439698055	4.443731643873298	28.130433808523946	30.858512628017603	5.134065796792093	2.4979787726516034	4.5406633046274605	5.214727565696141
2048.0	1.0129999999999999e-07	0.037479954999999995	0.0009061195499999999	8.118245e-05	0.0008969787	0.0009995839	0.0008698234	7.592095e-05	0.004091569	0.004185955	0.0010171205	0.00035109039999999995	8.56155e-06	0.0003710044	0.0009878725	0.0003538414	3.3733e-05	0.0003985704999999999	170.66699999999997	4.96640869140625e-07	1.811544921875e-07	1.9461450195312495e-07	1.22907470703125e-08	0.037480056299999995	0.00190570345	0.0050557784000000005	0.0013881248999999998	0.001386443	42.40316057449334	9.8381035533135	109.60105190583513	99.96592963036878	20.459059292874972	7.886353152711831	27.19319936488921	27.24077724849504	0.0	2.789284005467697e-08	0.0038500048938417647	4.866362644508723e-05	2.733302212280577e-05	0.0003013849508201307	0.00033500984247142123	5.725386866671529e-05	2.3077570155034184e-05	0.001090345767991922	0.0011153005871560038	6.120008101087071e-05	8.127874462509619e-05	1.9715831329162877e-06	8.57502223709868e-05	4.3372249556962244e-05	7.167347866789952e-05	7.513971561802666e-06	8.074894051480305e-05	0.0	2.9882852056089214e-08	4.18702257670834e-08	3.9428193610743676e-08	3.1038974618168835e-09	0.0038500026582316584	0.00036515415141344224	0.0011226953721606696	0.00012028320786941947	0.00011115665519626317	15.878357253485593	3.6000304403709684	40.76601554005648	32.287304735857894	4.741836292126714	2.3518772190406803	3.6289894001889387	3.8454503093178
4096.0	9.26e-08	0.059568450000000016	0.0011833608499999997	9.029259999999998e-05	0.002047448	0.0021641825	0.00111430015	8.40352e-05	0.008348002500000003	0.008450396500000002	0.001221955	0.00029287124999999997	6.850149999999999e-06	0.0003081931	0.00114282535	0.00026501415	2.696305e-05	0.00030061259999999995	315.07700000000006	2.98328857421875e-07	7.52424560546875e-08	7.339174804687499e-08	4.9103759765625005e-09	0.059568542599999996	0.00334754335	0.00956469665	0.0015301481	0.00144343795	30.314231273413846	7.578354077771136	214.00413979862842	215.28181153238262	18.66300484681966	6.597418627261405	40.112089772270956	42.124411402036046	0.0	2.7302207352442953e-08	0.003444771068628769	0.00010050712772068026	2.3102776872055957e-05	0.0005386646981642849	0.0005673353408038327	0.00010030015410140634	2.2127054627405982e-05	0.0019530002533480583	0.001974650829049536	0.00018368175540434237	0.00010151311977425699	2.3879938568862197e-06	0.00010636074977017453	0.0001382241318325823	9.036130022612163e-05	1.1127272037537704e-05	0.00010354494593546804	4.950604892906572e-06	4.4844178565513274e-08	2.5966979924359015e-08	2.5279527816276377e-08	2.3240659261448893e-09	0.0034447864008976072	0.0006572092488650129	0.002046308513000635	0.0002827960704541437	0.0002332796450464488	11.321065535182731	2.44702959084793	64.18343200702375	53.3778399414045	4.763498150644912	1.8738595780544607	7.07399713436225	5.9851596466059975
8192.0	8.095e-08	0.11090504999999999	0.0017481995	0.00010359055000000001	0.004517724	0.004653428000000001	0.0016166409999999998	9.237515e-05	0.013768018500000001	0.0138789345	0.001466709	0.00023551594999999997	5.84135e-06	0.00024812725000000004	0.001445534	0.00023628770000000003	2.340745e-05	0.0002667319	585.143	1.790416259765625e-07	3.028897094726563e-08	3.256004638671875e-08	2.14429931640625e-09	0.11090513094999999	0.0064016275	0.0154955755	0.00171483625	0.0017122659000000002	24.459356306623246	8.376202425857443	457.5833169204126	425.8550705468509	17.620918230141264	7.447926939491333	65.27694883105443	65.5223322079858	0.0	1.7291540371553195e-08	0.006608134536312087	0.00012383738163095529	1.4309923709660791e-05	0.0005671348879689683	0.000581097907953005	0.00012310586299689729	1.586011938720246e-05	0.0029123532487271035	0.0029195731217196976	0.00014982509771133219	5.0251245127778885e-05	1.2330469865551046e-06	5.287469712231277e-05	0.0001757013516827866	5.0797149123382406e-05	4.933362208634104e-06	5.708690683593501e-05	7.0012125814990775e-06	1.8289196497965355e-08	6.454430801063571e-09	6.9686165571209725e-09	4.5291810219043163e-10	0.006608142183158035	0.000683161234424006	0.002982552669267117	0.00020035132804385004	0.00022828182444257605	5.532221460138613	1.9662195112537564	57.4170682263593	54.33550302194286	3.132410740241334	1.6274333137634682	6.719554045597661	7.076324209271559
16384.0	7.804999999999999e-08	0.21280194999999996	0.0027320265	0.00010166699999999999	0.009005778	0.009146255	0.0024013129999999995	8.531395e-05	0.025292205	0.025400435	0.0020312414999999998	0.00022873	5.63335e-06	0.0002404132	0.0020670095	0.00024365475	2.4205449999999997e-05	0.00027482425000000004	1092.27	1.2397714233398436e-07	1.46736572265625e-08	1.6773941040039065e-08	1.1335510253906249e-09	0.21280202804999998	0.0118782815	0.027801748000000005	0.0022716546999999995	0.0023418337500000002	23.511255120189663	8.478865328997717	885.3311716719023	795.2442768247549	18.01855422440508	7.739701410649576	93.72669760572742	92.39254016378312	0.0	1.7318912692259546e-08	0.006283576013998188	5.689653742817408e-05	2.38867635665511e-06	0.0008725788093654841	0.0008735051368721914	0.0002658609542817075	1.618883024113589e-05	0.002632474929050369	0.002643979911993732	5.285732905165567e-05	2.9663299138665523e-06	5.076911099856562e-08	3.3520143135011326e-06	0.0003253821514122002	5.491559590276031e-05	5.311071677711532e-06	6.159704315602964e-05	1.4002425162998155e-05	3.2261553376254683e-09	2.0459071737677811e-10	3.759585153566262e-09	3.244476942652381e-10	0.006283569434752261	0.000894238930024461	0.002779249079087047	5.2740604502358726e-05	0.00038603908550312663	2.8044240015698363	1.0518010518765735	29.474134435165862	100.47727186871887	1.537377751620824	0.9283321941965048	3.5776434012114717	10.031026681356574
32768.0	7.725000000000001e-08	0.40735399999999994	0.004720241500000001	0.00010472770000000001	0.014768747500000002	0.014914499500000001	0.0025730115000000002	5.169855e-05	0.04054518	0.040629624999999996	0.0032884704999999992	0.0002477954499999999	5.98115e-06	0.00026030625000000006	0.0032611364999999997	0.0002450641	2.56101e-05	0.00027769409999999997	2048.0	1.0035615539550779e-07	7.943916320800783e-09	8.474551391601562e-09	5.990280151367188e-10	0.40735407725000006	0.019634741	0.043202636499999995	0.0035487767499999996	0.0035388306	27.951938956292036	10.027592492913975	1565.4236602785431	1468.1821093087422	20.99941045922436	9.430746083307593	114.81549237533825	115.12932501031014	0.0	6.8585329104853534e-09	0.008160007933435784	5.7611124042267554e-05	5.136074848814756e-06	0.0021767679309299217	0.0021771320562188126	0.00010273625431299029	2.251058639255868e-06	0.0004231719006193788	0.00042544262508243297	5.991053175803889e-05	4.552379972986378e-06	1.0579586848963118e-07	5.34877260760697e-06	6.277408988422508e-05	7.093007860971714e-06	1.2595649165276503e-06	9.341194428868222e-06	0.0	1.8283243334362454e-09	1.6323158592550568e-10	2.8507063076380073e-10	3.865778532387799e-11	0.008160006293562474	0.0021716169308845126	0.0005116769238218211	5.890608751035596e-05	6.530188698925875e-05	4.794457519416705	0.24887808538256012	41.24448295261498	48.15748041840024	2.489967109691008	0.2433345263344255	2.9041967969315783	2.3392887000935327
65536.0	7.735e-08	0.797292	0.008706213999999999	9.449555000000001e-05	0.02080814	0.0209584	0.0044187775	4.726259999999999e-05	0.080347885	0.080452085	0.0058967920000000005	0.00026224650000000006	6.482650000000001e-06	0.0002752763	0.0057458565	0.0002580115	2.7431400000000006e-05	0.0002928509	3855.06	8.997790527343751e-08	4.200382995605469e-09	4.468550109863282e-09	3.1965255737304685e-10	0.7972920773500001	0.029664614000000006	0.0848708625	0.0061720683	0.0060387074	38.784880801285055	9.910274009800304	2896.3474419562567	2723.8390211565975	27.21562130541144	9.394449047712145	129.18954626202017	132.03915616258135	0.0	1.509365499316293e-08	0.006122062131066338	0.0006351677449006289	2.1287519408712565e-05	0.003103990113996739	0.0031175184046221753	0.00018151800890428882	6.352326884075583e-07	0.0003138873369394631	0.0003135570027487896	5.7659674095826384e-05	2.2078770464540966e-07	6.838380463839412e-08	3.100604524830968e-07	5.2932855906999844e-05	4.695179112103407e-06	3.1585814670845715e-06	7.152094127632413e-06	5.600970065199262e-05	8.798168044407102e-10	4.731147041062878e-12	1.0913229564868794e-10	4.828886294437793e-11	0.006122070198254913	0.003498579935909856	0.00046900752275238995	5.7684245148226086e-05	5.351207711146724e-05	5.281132475090437	0.08336730357334052	23.850774502954536	60.08157075151871	3.0417115235133334	0.08865555923491779	1.6788555116594852	1.4586990474570694
131072.0	8.150000000000001e-08	1.578024	0.01385576	6.0637700000000004e-05	0.03653759499999999	0.036664485	0.008013064	4.574315e-05	0.1610293	0.16115154999999998	0.01096901	0.0002776543	6.7024e-06	0.00029115504999999994	0.011041195	0.0002827374	3.0187600000000002e-05	0.00032028990000000006	7281.780000000001	8.368690490722656e-08	2.22133674621582e-09	2.44361801147461e-09	1.791778564453125e-10	1.5780240815000002	0.050520245000000005	0.169164614	0.01126016505	0.011361484900000001	43.10926074009592	9.792229998141645	5421.726061330732	4934.824956606617	31.328915338741826	9.328394198207631	140.1532419803787	139.01062537616073	0.0	2.0249756333816688e-08	0.006229242920928845	0.001956502671767035	1.654066770465414e-05	0.0015440529420550307	0.001560962508830205	8.644583088794707e-05	6.490692344065271e-07	0.0003203263303129865	0.00032008444199007507	0.0001017149520655342	4.811121962375953e-06	2.9337911524707974e-07	5.703682517511387e-06	0.0003425201438179213	1.1402293912329675e-05	2.693885638177485e-06	1.3412344859159673e-05	7.920967828650515e-05	7.760234990351425e-10	4.351564420708761e-11	1.0232807051971186e-10	2.1036956284404162e-11	0.0062292470917685045	0.002899627366345093	0.00035516863555872875	0.00010318028842529017	0.00035374060331035947	1.7327372819065368	0.04766513771529023	101.85000531494464	200.99634680086214	1.7176314829545818	0.046340793055391995	1.3875632838517273	4.022415735558594
262144.0	7.715e-08	3.198385	0.024510644999999998	5.688485e-05	0.071646665	0.0718618	0.016142315	4.703125000000001e-05	0.32155305	0.32542515000000005	0.022183545	0.00029220619999999995	6.971499999999999e-06	0.00030653710000000004	0.021595959999999997	0.00028886125000000004	3.073335e-05	0.00032683105	13797.1	8.462350845336914e-08	1.1693462371826174e-09	1.2467615127563476e-09	9.064426422119141e-11	3.19838507715	0.096372445	0.34156746499999996	0.0224900821	0.02192279105	44.50751568826696	9.828334225001687	10437.02757641132	9790.881197675513	33.21379755666039	9.363874125838871	142.2312580660709	145.92506808112958	0.0	1.1398407090928341e-08	0.023054966013796866	0.0027261150548131994	7.245214954497582e-07	7.795973505446626e-05	7.824238317645236e-05	0.0003848502186769701	9.94740530833639e-07	0.0005811813264447497	0.0005846391846986246	0.0002659284776720412	5.651802829282201e-06	1.3329448995603362e-07	5.875035972116035e-06	0.00033504080097182423	6.44130172259804e-06	7.081886661347661e-07	7.400502831243488e-06	0.0001584193565730103	1.0144366366273545e-09	2.2411483658279553e-11	2.8230677914594603e-11	2.8038013361279842e-12	0.023054966910547238	0.00275460927871716	0.0008454402648236685	0.0002703482127129857	0.0003376116359057798	0.3274995687489476	0.06966213764605425	185.6371188009473	234.13396301360947	0.9860425347693215	0.067742306020559	1.8928593557753461	2.426537301290219
524288.0	9.01e-08	8.3031355	0.039464185	6.088185000000001e-05	0.1432344	0.1436624	0.032120885	5.289069999999999e-05	0.6505636	0.65853315	0.043051105	0.00030563684999999994	7.376750000000001e-06	0.00032056245	0.042747915000000004	0.0003060223	3.421445e-05	0.00034849455	26214.400000000005	8.211346626281738e-08	6.114243507385253e-10	6.647006034851074e-10	5.118885040283203e-11	8.303135590100002	0.183126585	0.690654035	0.04337166745	0.043096409550000006	57.7962011930302	12.608588172129242	25901.82447392357	23827.316148324982	45.35216007528941	12.022186577095159	191.4464937587878	192.6856032391167	0.0	2.4449518346348257e-08	0.0799729727026537	0.003069348878538265	7.937609094318672e-06	0.0001154703880862829	0.00011808444792365147	0.00030942474856801187	1.510162350979746e-06	0.0012611341762429032	0.0012668206068128028	0.00023157479063529572	2.582104966217391e-07	4.047725157085615e-08	3.7122336521280256e-07	0.0004696113368068972	2.2376698430038944e-06	3.422657439389284e-07	2.8168386624023992e-06	0.0003168387131460206	4.416938603120722e-10	7.080523781066943e-13	5.3726933715866074e-12	6.635060501109763e-13	0.07997297334804454	0.003058456463689406	0.0012815184633070626	0.00023157037265493944	0.0004690252583697712	0.5590441294347293	0.1252075675461751	253.28946847131584	309.3463576613061	0.8238637127059601	0.11924485794397206	2.0859693648646944	2.782601267961895
