2 6.6e-08 0.0423288 0.0423291 0.035288 0.00453268 0.0398208 0.0349418 0.0217664 0.0567084
2 2.8e-08 0.0378878 0.037888 0.033862 0.00435688 0.038219 0.0334393 0.0210474 0.0544869
2 2.7e-08 0.036705 0.0367052 0.034293 0.00435566 0.0386488 0.0335022 0.0210568 0.0545592
2 3.6e-08 0.0383736 0.0383738 0.0345578 0.00446648 0.0390244 0.03388 0.0210764 0.0549564
2 2.7e-08 0.0424771 0.0424773 0.0339994 0.00435379 0.0383533 0.0352139 0.0213507 0.0565647
3 6.7e-08 0.0653316 0.0653319 0.0342413 0.00512212 0.0393635 0.0339561 0.0219288 0.055885
3 2.8e-08 0.0646678 0.0646681 0.0339678 0.00514853 0.0391164 0.035636 0.0218788 0.0575149
3 5.5e-08 0.0628398 0.0628401 0.0343879 0.00511096 0.039499 0.0337842 0.0219878 0.0557721
3 2.8e-08 0.0650497 0.0650499 0.0432178 0.00510343 0.0483214 0.0336254 0.0218999 0.0555254
3 2.7e-08 0.0641096 0.0641098 0.0342859 0.00511358 0.0393996 0.0343236 0.0219399 0.0562637
4 3.5e-08 0.103614 0.103614 0.0345929 0.00627703 0.0408701 0.0337395 0.023052 0.0567917
4 3.6e-08 0.0984218 0.098422 0.0342879 0.00629954 0.0405876 0.033725 0.0230889 0.056814
4 2.8e-08 0.0956268 0.095627 0.0341825 0.00633957 0.0405221 0.0335874 0.0232154 0.056803
4 2.8e-08 0.0994896 0.0994898 0.0343136 0.00628716 0.0406009 0.0336882 0.023025 0.0567133
4 2.6e-08 0.0972183 0.0972184 0.0344469 0.00629124 0.0407383 0.0352733 0.0233961 0.0586695
6 4e-08 0.198465 0.198465 0.0344061 0.00939073 0.0437969 0.0334506 0.0260741 0.0595248
6 2.6e-08 0.195885 0.195886 0.0344576 0.00940425 0.043862 0.0338825 0.0260624 0.059945
6 2.7e-08 0.198074 0.198075 0.0347523 0.00936471 0.0441171 0.0369024 0.0260465 0.062949
6 4.1e-08 0.197315 0.197315 0.0343777 0.00937612 0.0437539 0.0336944 0.025965 0.0596595
6 2.7e-08 0.199906 0.199907 0.0348717 0.00942298 0.0442948 0.0334597 0.0260902 0.05955
8 3e-08 0.332458 0.332458 0.0343003 0.0136795 0.0479799 0.033577 0.0305431 0.0641202
8 2.9e-08 0.328848 0.328848 0.0358489 0.0136592 0.0495081 0.0336787 0.0304119 0.0640907
8 5.2e-08 0.331514 0.331514 0.0343126 0.0136086 0.0479213 0.0337725 0.0306496 0.0644222
8 5.5e-08 0.33628 0.336281 0.0343339 0.0136093 0.0479433 0.0337158 0.0303865 0.0641024
8 5.3e-08 0.328953 0.328953 0.0351468 0.0136412 0.0487881 0.0343665 0.0304163 0.064783
12 3.5e-08 0.694714 0.694715 0.034316 0.0266359 0.0609521 0.0343377 0.0428671 0.077205
12 2.6e-08 0.695235 0.695236 0.0345509 0.0268395 0.0613905 0.0335873 0.0431959 0.0767833
12 2.6e-08 0.697158 0.697158 0.0350145 0.0264114 0.061426 0.0341623 0.0432316 0.0773941
12 2.7e-08 0.698214 0.698214 0.0343458 0.0266718 0.0610177 0.0339252 0.0428981 0.0768234
12 2.7e-08 0.693802 0.693802 0.0353291 0.0262938 0.061623 0.0336701 0.0427886 0.0764589
16 8e-08 1.19335 1.19335 0.0368374 0.0449485 0.0817859 0.0337347 0.0618505 0.0955853
16 2.1e-08 1.21977 1.21977 0.0355961 0.0475939 0.0831902 0.0352948 0.0641702 0.0994651
16 2.6e-08 1.18759 1.18759 0.0343749 0.045415 0.07979 0.0336849 0.06152 0.0952051
16 4.7e-08 1.20415 1.20415 0.034392 0.0454405 0.0798326 0.0338378 0.0617144 0.0955523
16 2.7e-08 1.19178 1.19178 0.0342551 0.0454407 0.0796959 0.0335935 0.0615083 0.0951019
24 5.3e-08 2.63944 2.63944 0.034486 0.0958527 0.130339 0.0337367 0.112719 0.146456
24 2.8e-08 2.63369 2.63369 0.034702 0.0957202 0.130422 0.0341885 0.112405 0.146594
24 2.1e-08 2.63105 2.63105 0.0364732 0.0958549 0.132328 0.0363021 0.112587 0.148889
24 2.8e-08 2.64024 2.64024 0.0356437 0.0962562 0.1319 0.0335719 0.112459 0.146031
24 2.9e-08 2.62455 2.62455 0.0346081 0.0959466 0.130555 0.0337669 0.112362 0.146129
32 4.4e-08 4.60638 4.60638 0.0371903 0.166722 0.203912 0.0339069 0.183424 0.217331
32 2.6e-08 4.62578 4.62578 0.0416918 0.166616 0.208308 0.0339528 0.183417 0.21737
32 2.7e-08 4.60463 4.60463 0.0343593 0.166327 0.200686 0.0338439 0.183348 0.217192
32 2.7e-08 4.60442 4.60442 0.0343695 0.165898 0.200268 0.0340561 0.183639 0.217696
32 5.3e-08 4.61209 4.61209 0.0344136 0.165806 0.200219 0.0339592 0.18351 0.217469
48 7e-08 10.2 10.2 0.0364823 0.377553 0.414035 0.0340644 0.397592 0.431656
48 3.1e-08 10.2041 10.2041 0.0371504 0.377601 0.414751 0.0344655 0.396685 0.43115
48 2.7e-08 10.225 10.225 0.0441469 0.377668 0.421815 0.03399 0.397338 0.431328
48 2.8e-08 10.1997 10.1997 0.0438355 0.377603 0.421439 0.034117 0.396592 0.430709
48 2.7e-08 10.2031 10.2031 0.0348918 0.377522 0.412414 0.0342486 0.397288 0.431537
64 4.5e-08 18.1596 18.1596 0.0372932 0.680982 0.718275 0.0365824 0.698447 0.735029
64 5.2e-08 18.1632 18.1632 0.0379455 0.681063 0.719009 0.0374612 0.697995 0.735456
64 2.7e-08 18.1648 18.1648 0.0451256 0.681063 0.726189 0.0342247 0.698014 0.732239
64 5.6e-08 18.1688 18.1688 0.0351432 0.680632 0.715776 0.0344126 0.697784 0.732197
64 2.7e-08 18.169 18.169 0.0344704 0.681561 0.716031 0.0337314 0.698102 0.731833
96 5.2e-08 40.8977 40.8977 0.0479555 1.62291 1.67086 0.0341245 1.64258 1.67671
96 4.1e-08 40.8691 40.8691 0.0375739 1.62278 1.66035 0.0340808 1.64263 1.67671
96 3.8e-08 40.8747 40.8747 0.0378297 1.62229 1.66012 0.0341169 1.64192 1.67604
96 2.6e-08 40.8848 40.8848 0.0374642 1.62203 1.65949 0.0338929 1.64168 1.67557
96 5.4e-08 40.8852 40.8852 0.0378269 1.62284 1.66067 0.0339141 1.642 1.67592
128 5.2e-08 73.4211 73.4211 0.0445976 2.98088 3.02548 0.0343127 3.01289 3.0472
128 3.9e-08 72.778 72.778 0.041414 2.95843 2.99985 0.0342879 2.98099 3.01528
128 5.3e-08 72.9032 72.9032 0.043883 2.98488 3.02876 0.0378966 3.01424 3.05214
128 4.1e-08 74.0598 74.0598 0.0415608 2.96289 3.00445 0.0343512 2.97877 3.01312
128 2.7e-08 72.938 72.938 0.0419957 2.96583 3.00782 0.0340045 2.99335 3.02735
192 2.7e-08 172.855 172.855 0.0423797 7.15338 7.19576 0.0340783 7.1816 7.21568
192 3.1e-08 171.611 171.611 0.0382136 7.16277 7.20098 0.0363023 7.18689 7.22319
192 5.2e-08 171.799 171.799 0.0512589 7.15937 7.21063 0.0787975 7.17781 7.25661
192 4.9e-08 173.166 173.166 0.066866 7.16073 7.2276 0.0340696 7.18188 7.21595
192 4.7e-08 177.205 177.205 0.0482816 7.19507 7.24335 0.034204 7.18391 7.21812
256 3.2e-08 375.077 375.077 0.0594024 14.9215 14.9809 0.0407393 14.93 14.9708
256 2.7e-08 375.429 375.429 0.0482265 14.9124 14.9606 0.0339982 14.92 14.954
256 4.1e-08 375.197 375.197 0.0413486 14.9157 14.957 0.0338177 14.9334 14.9673
256 3.3e-08 372.354 372.354 0.0415418 14.9181 14.9596 0.035814 14.9324 14.9682
256 3.5e-08 375.133 375.133 0.0417296 14.9182 14.9599 0.0337558 14.9434 14.9771
384 2.6e-08 842.069 842.069 0.0514175 38.2843 38.3357 0.0339536 38.1409 38.1749
384 3.6e-08 843.076 843.076 0.0422026 38.0775 38.1197 0.0339845 38.3208 38.3548
384 5e-08 838.484 838.484 0.0413872 38.1897 38.2311 0.034405 38.2257 38.2601
384 4.3e-08 845.245 845.245 0.0411099 38.2607 38.3018 0.033898 38.3133 38.3472
384 4.9e-08 838.397 838.397 0.0419351 38.2424 38.2843 0.0342769 38.3515 38.3858
512 2.6e-08 1495.85 1495.85 0.0417167 77.141 77.1827 0.0404471 76.6839 76.7244
512 3.7e-08 1555.47 1555.47 0.0414057 74.8107 74.8521 0.0414896 77.5411 77.5826
512 3.6e-08 1471.15 1471.15 0.0441808 77.0423 77.0865 0.0451833 77.4302 77.4753
