16 1024 200 3.09e-07 0.00313942 0.00100591 0.00290115 0.0132845 0.00186873
16 2048 200 2.22e-07 0.00471985 0.00104729 0.00393791 0.00922862 0.00265824
16 4096 200 1.3e-07 0.00615258 0.00111289 0.0048916 0.0133535 0.00357271
16 8192 200 1.77e-07 0.0126454 0.00156551 0.0117781 0.0275822 0.00424252
16 16384 200 1.98e-07 0.0268615 0.00285139 0.0199178 0.0601562 0.00720834
16 32768 200 1.23e-07 0.0585463 0.00371307 0.0400013 0.109303 0.0125564
16 65536 200 1.71e-07 0.125339 0.0128087 0.082303 0.234371 0.023948
16 131072 200 1.78e-07 0.257418 0.0123057 0.165792 0.443561 0.0460417
16 262144 200 2.77e-07 0.538567 0.0260475 0.350269 0.961565 0.0888933
16 524288 200 2.25e-07 2.01847 0.0473409 0.716335 2.08063 0.174982
16 1048576 200 2.24e-07 4.45243 0.0940218 1.5232 4.67963 0.35718
16 2097152 200 3.45e-07 10.5811 0.189694 3.07263 8.85546 0.742329
16 1024 200 2.1e-07 0.00244438 0.000896738 0.00215105 0.00976484 0.00244072
16 2048 200 1.98e-07 0.00430909 0.00100609 0.00390813 0.00933678 0.00260224
16 4096 200 1.56e-07 0.00770176 0.00136776 0.00669628 0.0164566 0.00294331
16 8192 200 1.42e-07 0.015117 0.00170459 0.0111138 0.0257653 0.00424682
16 16384 200 1.66e-07 0.0264086 0.00276074 0.0203215 0.0615839 0.00721387
16 32768 200 2.67e-07 0.0591582 0.00372965 0.0399768 0.116499 0.0126321
16 65536 200 2.35e-07 0.12029 0.00655838 0.0812507 0.233814 0.0237585
16 131072 200 2.36e-07 0.256781 0.012317 0.163793 0.444648 0.0455545
16 262144 200 1.84e-07 0.531871 0.0238841 0.346791 0.951968 0.0885057
16 524288 200 1.61e-07 2.03385 0.0470578 0.748751 2.05713 0.175132
16 1048576 200 2.04e-07 4.44843 0.105661 1.51925 4.51184 0.351618
16 2097152 200 2.98e-07 10.6108 0.185285 3.0957 9.37625 0.728306
16 1024 200 2.11e-07 0.00251113 0.00182426 0.00217941 0.00792388 0.00238726
16 2048 200 2.47e-07 0.00553098 0.00121234 0.00349129 0.00878709 0.00264168
16 4096 200 1.75e-07 0.00730882 0.00125319 0.0059957 0.012457 0.00318457
16 8192 200 1.81e-07 0.0147627 0.00179039 0.0114041 0.0257749 0.00422604
16 16384 200 2.1e-07 0.027286 0.00227755 0.0215182 0.071562 0.00721558
16 32768 200 1.68e-07 0.0565193 0.0039904 0.039899 0.123483 0.0126039
16 65536 200 2.23e-07 0.124859 0.0101198 0.0811434 0.26099 0.0237831
16 131072 200 1.44e-07 0.256671 0.0123477 0.164903 0.452611 0.0456736
16 262144 200 1.32e-07 0.529563 0.0242236 0.361784 1.02994 0.0876338
16 524288 200 2.24e-07 2.0308 0.0471812 0.744092 2.01697 0.175686
16 1048576 200 3.28e-07 4.44715 0.0930482 1.51518 4.34863 0.356263
16 2097152 200 2.78e-07 10.5363 0.193492 3.14034 9.24556 0.743261
16 1024 200 1.54e-07 0.00195822 0.000822246 0.00154406 0.00530408 0.00165036
16 2048 200 2.48e-07 0.00463679 0.000974586 0.00351608 0.00914609 0.00213284
16 4096 200 1.13e-07 0.00601176 0.00108509 0.00761112 0.0154984 0.00303418
16 8192 200 1.41e-07 0.0177479 0.0018371 0.0101727 0.0259185 0.00423023
16 16384 200 2.14e-07 0.0246947 0.00233037 0.019908 0.0596504 0.00718148
16 32768 200 2.36e-07 0.0576738 0.00369753 0.0398351 0.103942 0.0125185
16 65536 200 1.37e-07 0.122082 0.00662288 0.0810043 0.243384 0.0237654
16 131072 200 2.15e-07 0.25836 0.0123685 0.165783 0.486134 0.0454718
16 262144 200 1.42e-07 0.534572 0.0238859 0.366599 0.964867 0.0885455
16 524288 200 1.97e-07 2.02541 0.0474067 0.750105 2.06118 0.176882
16 1048576 200 2.47e-07 4.45682 0.0938651 1.50818 4.41023 0.367768
16 2097152 200 2.72e-07 10.515 0.18733 3.08446 9.05654 0.740579
16 1024 200 2.1e-07 0.00238871 0.000897741 0.00198342 0.00776928 0.00209579
16 2048 200 3.42e-07 0.00339056 0.00100194 0.00353393 0.00890004 0.00269687
16 4096 200 1.58e-07 0.00709995 0.00123838 0.0066649 0.0185764 0.00303104
16 8192 200 1.21e-07 0.015425 0.00172021 0.0108975 0.0258205 0.00427455
16 16384 200 2.36e-07 0.026281 0.00261511 0.020503 0.063417 0.0072184
16 32768 200 2.29e-07 0.0561859 0.00366878 0.0397751 0.12758 0.0127228
16 65536 200 1.78e-07 0.121227 0.00657434 0.0812339 0.242199 0.0237354
16 131072 200 1.39e-07 0.258187 0.0124194 0.165965 0.453914 0.0458254
16 262144 200 1.61e-07 0.532353 0.0252903 0.363733 0.963103 0.0883706
16 524288 200 2.9e-07 2.02618 0.0471784 0.742228 2.07234 0.175816
16 1048576 200 1.56e-07 4.45358 0.101705 1.53845 4.50173 0.353312
16 2097152 200 2.05e-07 10.4975 0.190565 3.1458 9.29615 0.751016
16 1024 200 1.62e-07 0.00207032 0.000829537 0.00173107 0.00843473 0.00199607
16 2048 200 2.05e-07 0.00402549 0.000993865 0.0034826 0.00877326 0.00261878
16 4096 200 1.95e-07 0.00778549 0.00123409 0.00667695 0.0155552 0.00296538
16 8192 200 1.49e-07 0.0148043 0.00181913 0.0113902 0.0227226 0.00415645
16 16384 200 1.56e-07 0.027089 0.00283344 0.0197111 0.0598328 0.00717522
16 32768 200 1.4e-07 0.0574631 0.00374974 0.0400836 0.124597 0.012805
16 65536 200 1.42e-07 0.122262 0.0067238 0.0812736 0.247798 0.0240054
16 131072 200 1.62e-07 0.258021 0.0124252 0.166683 0.443939 0.0457155
16 262144 200 2.25e-07 0.523652 0.0239786 0.360485 1.01629 0.0880072
