2 10000 10000 3106 1.08e-07 0.0318688 4e-08 0.00308563 0.00199492 0.000317955 0.00139688 0.00191909 0.00197716 0.00152835 0.000304188 0.00147689 0.00191661 0.000978702 0.0124555 0.000144642 0.0174393 0.00118227 0.000751933
3 10000 10000 3130 1e-07 0.00165356 2.2e-08 0.00180386 0.00145585 0.000328091 0.0012677 0.00193942 0.00181124 0.0014488 0.000332928 0.00150155 0.00186481 0.0010093 0.0199284 0.000134227 0.0262238 0.0020328 0.00082246
4 10000 10000 2990 1.02e-07 0.00178727 3.1e-08 0.0019368 0.00134175 0.000420655 0.00129504 0.00210535 0.00192738 0.0013515 0.000356279 0.00151592 0.00190477 0.00109069 0.0115983 0.000210182 0.0185997 0.00107901 0.000981704
6 10000 10000 3046 9.9e-08 0.0021358 2.8e-08 0.00229636 0.00145839 0.000635445 0.00139374 0.00333246 0.00328997 0.00172867 0.000898907 0.00167584 0.00329377 0.00231296 0.0149777 0.000368507 0.0154819 0.00136511 0.00118179
8 10000 10000 2987 1.02e-07 0.00298678 3.2e-08 0.00356608 0.0016829 0.00109309 0.00132133 0.00280849 0.00277492 0.00138626 0.000941946 0.00149144 0.00274625 0.00238908 0.026749 0.00073693 0.0179385 0.00170706 0.00164573
12 10000 10000 2725 9.9e-08 0.00441381 2.6e-08 0.00461531 0.00141789 0.00212212 0.00147147 0.00482412 0.00441932 0.00180845 0.00196581 0.00141466 0.00384533 0.00452445 0.0303798 0.00237037 0.026113 0.00344777 0.00332505
16 10000 9353 2523 1.1e-07 0.00632399 3.9e-08 0.00913228 0.0021138 0.00424664 0.00179051 0.00623964 0.00565219 0.00159878 0.00288043 0.00161914 0.00529022 0.00702528 0.046965 0.00606365 0.0428854 0.00742779 0.00799336
24 10000 6825 2437 1.18e-07 0.0146049 3.1e-08 0.013868 0.00192867 0.006019 0.00142611 0.0107686 0.0108679 0.00252135 0.00474749 0.00248653 0.00791958 0.011493 0.0604121 0.0234384 0.0556334 0.0244946 0.0263072
32 10000 5241 2318 9.4e-08 0.0264772 3.9e-08 0.0193955 0.00194169 0.0116054 0.00154093 0.0180036 0.0167135 0.00356857 0.00778466 0.00369295 0.012013 0.0161824 0.0954717 0.0660817 0.0950404 0.0687804 0.0703933
48 10000 4709 2193 1.03e-07 0.0431727 2.6e-08 0.0396348 0.00185139 0.0249076 0.00175097 0.0370475 0.0373996 0.00529761 0.0237967 0.00467649 0.0274429 0.039389 0.17589 0.271921 0.175032 0.27496 0.279784
64 10000 3860 2034 9.5e-08 0.0727061 1.6e-08 0.0739279 0.0023281 0.0452958 0.0024723 0.0642869 0.0627011 0.00736213 0.0717692 0.00744571 0.079958 0.0961493 0.379331 0.794581 0.356535 0.799814 0.813028
96 10000 3376 1441 4.6e-08 0.1738 1.9e-08 0.161731 0.00432599 0.112162 0.00377644 0.145834 0.143036 0.012023 0.397053 0.0120318 0.40935 0.441481 2.43114 4.72363 2.03407 4.72899 4.7574
128 10000 3086 834 7.6e-08 0.341303 2e-08 0.337805 0.0056788 0.19795 0.00553956 0.25769 0.252951 0.018111 1.47928 0.0180288 1.49142 1.50608 6.95477 17.3324 5.91881 17.589 18.0529
192 10000 2783 2 4.9e-08 0.862806 2.6e-08 0.865026 0.0113057 0.450563 0.0110549 0.575209 0.568476 0.0322658 7.97974 0.0324515 8.18264 8.32578 18.4003 89.3768 17.6477 89.38 89.8292
256 10000 2655 2 4.9e-08 2.82536 2.6e-08 2.8222 0.019919 0.801885 0.0189076 1.00479 0.995205 0.0450164 37.9722 0.0485432 40.9125 43.1209 18.0102 346.834 17.5818 362.29 351.985
384 10000 2459 2 5e-08 6.45351 2.6e-08 6.4506 0.0413248 1.82108 0.0409025 2.24328 2.22638 0.0887282 181.445 0.0956918 181.778 177.371 17.741 1284.6 17.9376 1296.61 1297.74
2 10000 10000 3435 1.25e-07 0.0279223 5.3e-08 0.00228102 0.00180069 0.000473755 0.00178025 0.00284953 0.00294048 0.00194484 0.000455861 0.00195399 0.00288223 0.00145805 0.0170711 0.000120547 0.00958604 0.000977121 0.000772422
3 10000 10000 3256 1.33e-07 0.00226852 5.2e-08 0.00250755 0.00184162 0.000538084 0.00174173 0.00317264 0.00302977 0.00133448 0.000272515 0.001365 0.0016209 0.000873299 0.0101001 0.000191382 0.0162911 0.00146516 0.0008182
4 10000 10000 3251 1.02e-07 0.00256994 5.1e-08 0.00276819 0.00179401 0.000699846 0.00182566 0.00254642 0.00191443 0.00136503 0.00035632 0.00137373 0.00191349 0.00107535 0.0120269 0.000210733 0.013436 0.00130777 0.000929359
6 10000 10000 3010 1e-07 0.00229828 3.1e-08 0.00257026 0.00134238 0.000730697 0.00130066 0.00271569 0.00262976 0.00143633 0.000756818 0.00157232 0.00292558 0.00207106 0.0186338 0.000371153 0.0158415 0.00134578 0.00117234
8 10000 10000 2806 1.01e-07 0.00444748 4.1e-08 0.00424306 0.00127047 0.000950856 0.00122299 0.00279247 0.00274519 0.00146068 0.00094188 0.00131752 0.00277815 0.00263765 0.0251388 0.000722872 0.021735 0.00177362 0.0016744
12 10000 10000 2662 1.53e-07 0.00452613 2.3e-08 0.00494118 0.00149596 0.00208779 0.00140458 0.00484295 0.00443171 0.00156093 0.00207972 0.00155844 0.00441115 0.00486978 0.0306693 0.00239088 0.0314433 0.00370873 0.00371533
16 10000 9333 2518 9.5e-08 0.00735377 3.4e-08 0.00811413 0.0013613 0.00295488 0.00135765 0.00602089 0.00562728 0.0016595 0.00280386 0.00166814 0.00525161 0.0070251 0.0459933 0.00612937 0.0447005 0.00754945 0.0079391
24 10000 6867 2443 1.05e-07 0.0129894 3.6e-08 0.0154279 0.00136826 0.00605974 0.00131286 0.010684 0.0109512 0.0025327 0.00476855 0.00246091 0.00797181 0.0115658 0.0595027 0.0229978 0.0545289 0.024053 0.0251553
32 10000 5053 2316 9.5e-08 0.028102 2.3e-08 0.0200128 0.00154762 0.0107796 0.00150315 0.0174942 0.0167325 0.00395887 0.00779008 0.00386442 0.0119982 0.0164632 0.0981892 0.0657435 0.102887 0.0690073 0.0704402
48 10000 4386 2187 1.2e-07 0.045722 2.1e-08 0.0398677 0.00185612 0.0250608 0.00167725 0.0370895 0.03597 0.00513392 0.0237476 0.00508277 0.0289208 0.0384914 0.185765 0.272245 0.18037 0.276122 0.280625
64 10000 3833 2053 1.15e-07 0.0810887 2e-08 0.0738832 0.00230662 0.0453516 0.00226733 0.0648524 0.0631309 0.00772463 0.0758982 0.00746945 0.080806 0.0997437 0.349863 0.773369 0.337904 0.781439 0.79186
96 10000 3352 1487 1.03e-07 0.163458 3.1e-08 0.161082 0.00372828 0.110713 0.00362663 0.146046 0.143228 0.0120716 0.397252 0.0121445 0.416133 0.447231 2.14035 4.55876 1.84096 4.57371 4.59025
128 10000 3134 879 1.19e-07 0.396347 2.5e-08 0.34502 0.00575881 0.198764 0.00558831 0.258462 0.255568 0.0167692 1.5417 0.017076 1.58115 1.80254 6.3388 17.9952 5.56474 17.9914 18.0274
192 10000 2806 2 8.5e-08 0.865189 2.6e-08 0.900944 0.011207 0.450409 0.0110482 0.574598 0.568061 0.0311646 7.95979 0.0311879 7.92928 8.51363 18.1494 89.0975 17.5087 88.8622 88.3448
256 10000 2654 2 1e-07 2.81834 2.7e-08 2.82121 0.0190821 0.800195 0.019046 1.00403 1.00028 0.0491024 38.9913 0.0489321 39.0273 45.2362 17.9572 359.591 17.4892 360.599 350.938
384 10000 2444 2 6.9e-08 6.25232 2.5e-08 6.26141 0.0413099 1.82795 0.0409538 2.2514 2.23493 0.0916711 184.321 0.0989637 184.38 180.802 17.6233 1270.27 18.0568 1294.15 1293.68
2 10000 10000 3441 1.58e-07 0.0406296 5.2e-08 0.00222074 0.00185301 0.000472775 0.00170574 0.00285876 0.00288998 0.00195033 0.000455883 0.00195053 0.00288749 0.000765459 0.00948342 0.000112159 0.00936965 0.000976978 0.000777477
3 10000 10000 3327 9.8e-08 0.00229122 5.3e-08 0.00245575 0.00185263 0.00053809 0.00170254 0.00313795 0.00303239 0.00199715 0.000521382 0.001515 0.00181313 0.00100775 0.0131675 0.00015621 0.0106148 0.00106648 0.000783737
4 10000 10000 3108 7.3e-08 0.0017533 3.1e-08 0.00191494 0.00138008 0.000420458 0.00128675 0.00227909 0.00218583 0.00144076 0.00042055 0.00142452 0.00219358 0.00123569 0.0133076 0.000217213 0.0137682 0.00118671 0.000860737
6 10000 10000 2996 1.55e-07 0.00203048 2.1e-08 0.00229002 0.00141414 0.00081243 0.00139401 0.00302527 0.00290068 0.00152283 0.000800237 0.00155009 0.00292409 0.00191048 0.0184811 0.000350187 0.0147944 0.00133781 0.00121193
8 10000 10000 2799 1.45e-07 0.0026294 3e-08 0.00283636 0.0012771 0.00103546 0.00133357 0.00321658 0.00316547 0.00146022 0.00108682 0.00144729 0.00317375 0.00262266 0.0189318 0.000679527 0.0209841 0.00175122 0.00167397
12 10000 10000 2652 5.8e-08 0.00452622 3.2e-08 0.00486993 0.00145548 0.0021011 0.0012856 0.00447242 0.00384868 0.00132135 0.00179808 0.00140093 0.0038394 0.00451511 0.0306516 0.00239393 0.0304587 0.00366857 0.00373588
16 10000 9346 2510 1.07e-07 0.0066814 3.3e-08 0.00741005 0.0014319 0.00337108 0.00128134 0.00602893 0.00562497 0.00163617 0.00279716 0.00186345 0.00527575 0.00700534 0.0449931 0.00605495 0.0428653 0.00749618 0.00788716
24 10000 6836 2419 1.4e-07 0.0131747 2.7e-08 0.0127484 0.00143384 0.00654056 0.00135378 0.0114594 0.0108886 0.00256135 0.00475975 0.00251131 0.00813348 0.0121522 0.0603985 0.023181 0.0586794 0.0250618 0.0263096
32 10000 5220 2335 1.45e-07 0.0284949 2.8e-08 0.0188166 0.001459 0.0108655 0.00146423 0.0188761 0.0167125 0.00379034 0.00775208 0.00373237 0.011126 0.0161666 0.0948584 0.0658493 0.0885388 0.0666501 0.0707746
48 10000 4364 2186 1.15e-07 0.0436027 1.6e-08 0.0394669 0.0018975 0.0249281 0.00176228 0.0370926 0.0359671 0.00521379 0.0238034 0.00519149 0.0292334 0.0393072 0.17671 0.271509 0.18043 0.275777 0.280843
64 10000 3822 1987 1.4e-07 0.0805075 2.7e-08 0.073338 0.00232883 0.0452842 0.00223897 0.064751 0.0630426 0.00805619 0.0793074 0.00762426 0.0816349 0.0996875 0.300233 0.752182 0.462745 0.839175 0.850898
96 10000 3315 1460 1.05e-07 0.166757 2.8e-08 0.161135 0.00374987 0.110689 0.00360485 0.146028 0.143478 0.0122394 0.40707 0.0123409 0.42582 0.460104 2.28024 4.64823 1.94718 4.66193 4.67585
128 10000 3052 885 6.2e-08 0.343848 2.2e-08 0.342577 0.00631329 0.199616 0.0054848 0.257745 0.253106 0.0182354 1.50442 0.0180269 1.53641 1.5045 6.28074 17.7115 5.48726 17.6391 16.9938
192 10000 2796 2 1.02e-07 0.86092 3.5e-08 0.861025 0.0111827 0.45051 0.0110567 0.574802 0.568314 0.0307046 7.74712 0.0306884 7.78726 7.99675 18.0716 88.4626 17.4852 88.445 88.4046
256 10000 2648 2 5.3e-08 2.81857 2.5e-08 2.82124 0.0189972 0.800745 0.0187943 1.00454 0.995116 0.0484043 38.2666 0.0477608 38.4088 41.0795 17.9726 362.047 17.4923 361.899 352.328
384 10000 2460 2 6.2e-08 6.39391 1.5e-08 6.37294 0.0414013 1.81976 0.0410315 2.24082 2.22616 0.0871011 178.911 0.0953435 178.983 175.463 17.5228 1267.71 17.8011 1291.51 1300.82
2 10000 10000 3380 1.84e-07 0.0504276 2.6e-08 0.00229636 0.00179861 0.000493197 0.00171817 0.00247347 0.00154982 0.00191515 0.000391141 0.0013439 0.00151165 0.000764168 0.00929363 0.000142742 0.0123673 0.00124777 0.000782768
3 10000 10000 3244 1.11e-07 0.00236668 5.5e-08 0.00247556 0.00177709 0.000572686 0.00165115 0.00313727 0.00246842 0.00143766 0.00031309 0.00141284 0.00181743 0.00101968 0.0146111 0.000140289 0.0113024 0.0010429 0.000846995
4 10000 10000 3209 9.3e-08 0.00208969 3.9e-08 0.00224578 0.00149543 0.000524956 0.00140882 0.00282094 0.00290589 0.00183839 0.000584396 0.00170816 0.00312023 0.00176181 0.0187606 0.000201943 0.0115421 0.00106579 0.000849341
6 10000 10000 2983 1.01e-07 0.00202709 2.6e-08 0.00322131 0.00129764 0.000635328 0.00122619 0.00239548 0.00227653 0.00174778 0.00102863 0.00184853 0.00374412 0.00265866 0.0235519 0.000419613 0.0151321 0.0013539 0.0011766
