0.5 8.7e-08 18.4896 18.4896 0.294487 0.305538 0.600025 0.291412 0.512107 0.803519
0.25 2.8e-08 18.4874 18.4874 0.268506 0.238634 0.50714 0.269188 0.4469 0.716087
0.125 2.6e-08 18.4015 18.4015 0.226738 0.155585 0.382323 0.227119 0.364562 0.591681
0.0625 2.9e-08 18.3935 18.3935 0.162066 0.10022 0.262286 0.154597 0.310839 0.465436
0.03125 4e-08 18.428 18.428 0.114492 0.0765205 0.191013 0.113507 0.279443 0.392951
0.015625 2.7e-08 18.4197 18.4197 0.10258 0.0432319 0.145812 0.101539 0.256055 0.357594
0.0078125 2.9e-08 18.4473 18.4473 0.09235 0.0311621 0.123512 0.0882662 0.238678 0.326944
0.00390625 3.1e-08 18.4378 18.4378 0.0900583 0.0174922 0.107551 0.0892057 0.226784 0.31599
0.00195312 2.7e-08 18.7178 18.7178 0.0839978 0.0103916 0.0943894 0.0829459 0.227491 0.310437
0.000976562 2.8e-08 18.3768 18.3768 0.0827555 0.00569861 0.0884542 0.0823504 0.227175 0.309526
0.000488281 2.1e-08 18.4205 18.4205 0.0840766 0.00389745 0.0879741 0.0816397 0.213299 0.294938
0.000244141 3e-08 18.4039 18.4039 0.0856134 0.00272079 0.0883343 0.0821877 0.217087 0.299275
0.00012207 4e-08 18.3893 18.3893 0.0829649 0.00176588 0.0847308 0.0829862 0.212928 0.295915
