16 1024 956 243 1.23e-07 0.0197507 3.2e-08 0.0128872 0.000712628 0.000332693 0.000699801 0.000637512 0.000570316 0.000939578 0.000313663 0.000832709 0.000584479 0.000719515 0.00639856 0.00289255 0.00673898 0.00502608 0.00708064
16 1024 950 203 1.25e-07 0.0183449 4.5e-08 0.014416 0.000905755 0.000325147 0.000759056 0.000624539 0.000583646 0.000844945 0.000317447 0.000948836 0.00105786 0.00101794 0.0107376 0.00400623 0.00948674 0.00375695 0.00374843
16 1024 808 332 6.7e-08 0.0134323 3.5e-08 0.0138859 0.00082579 0.000353035 0.000777134 0.000689855 0.00062019 0.000772167 0.000353099 0.000887519 0.000590337 0.000897636 0.00974652 0.0036867 0.00178766 0.00146597 0.00338411
16 1024 943 223 7.9e-08 0.0152815 4.8e-08 0.0140346 0.000886714 0.000353281 0.000763978 0.000675704 0.000630746 0.000764165 0.000341966 0.000793209 0.000589945 0.000820441 0.00910363 0.00361813 0.00638197 0.00344615 0.00363664
16 1024 939 219 6.9e-08 0.015506 4.3e-08 0.0155933 0.000785727 0.000333381 0.000743158 0.000625578 0.000571174 0.000815995 0.000313862 0.000830308 0.00054044 0.000710678 0.00678795 0.00344068 0.00739092 0.00386381 0.00384492
16 1024 946 215 6.2e-08 0.0126783 4.1e-08 0.0161507 0.000865105 0.000415924 0.000825266 0.000774377 0.000619965 0.000726754 0.0003434 0.000765193 0.000590599 0.000782935 0.00844412 0.00315952 0.00673426 0.00388742 0.00408522
16 1024 947 217 1.08e-07 0.0221795 3.5e-08 0.0140014 0.000972342 0.000352915 0.000895379 0.000677386 0.000619639 0.000859473 0.000344933 0.000836496 0.000593128 0.00077658 0.00780307 0.00308824 0.00608714 0.00374274 0.00425563
16 1024 946 181 7e-08 0.0136577 3.7e-08 0.0156235 0.000844902 0.000405461 0.000796585 0.000776143 0.0011854 0.0007823 0.000394212 0.000867723 0.000741562 0.000994142 0.00983116 0.00394677 0.010055 0.00391781 0.00390443
16 1024 929 194 7.9e-08 0.0151325 4.3e-08 0.0143294 0.000765506 0.000353193 0.000728636 0.00068025 0.000619181 0.00081372 0.000338223 0.000773829 0.00058211 0.000767256 0.00731495 0.00332792 0.00870958 0.00381346 0.00345142
16 1024 948 219 6.6e-08 0.0142735 3.9e-08 0.0157326 0.000857579 0.000331141 0.000742547 0.000623707 0.0005706 0.00072603 0.000318092 0.000784476 0.0005446 0.000727866 0.00780848 0.00291974 0.00609793 0.00387796 0.00390586
16 1024 930 185 7.8e-08 0.0152589 4.1e-08 0.0144577 0.00104416 0.00035373 0.000840482 0.0006772 0.000618771 0.000817343 0.000338707 0.00106019 0.00111546 0.000767829 0.00846441 0.00377303 0.0102048 0.00349886 0.00345986
16 1024 951 203 1.17e-07 0.0215794 3.4e-08 0.0139364 0.000857524 0.00036638 0.000790792 0.000696282 0.000625279 0.000808772 0.00034532 0.000753119 0.000608863 0.00077947 0.00786451 0.00308628 0.00679402 0.00390981 0.00406173
16 1024 938 214 1.27e-07 0.0219703 3.8e-08 0.0139929 0.000861274 0.000352982 0.000800634 0.000676661 0.000619569 0.000814628 0.000343201 0.00079737 0.00058555 0.000779989 0.00672181 0.0029186 0.00618877 0.00378905 0.00388163
16 1024 945 205 1.15e-07 0.0244111 2.7e-08 0.0134304 0.00183238 0.000675182 0.000821324 0.00128178 0.00120394 0.00106412 0.000656091 0.000880604 0.00116296 0.00148369 0.0243232 0.0047727 0.00590517 0.00328782 0.00416928
16 1024 946 209 1.35e-07 0.0150794 4.3e-08 0.0160682 0.000776815 0.000330879 0.000824749 0.000625558 0.000571754 0.000950846 0.000657128 0.000719545 0.00054466 0.000722011 0.00626278 0.00323751 0.00671403 0.00409214 0.00386261
