N N_std T T_std subseq_length subseq_length_std simple_pre_time simple_pre_time_std simple_running_time simple_running_time_std one_pre_time one_pre_time_std one_running_time one_running_time_std many_pre_time many_pre_time_std many_running_time many_running_time_std simple_total_time simple_total_time_std one_total_time one_total_time_std many_total_time many_total_time_std one_total_ratio one_total_ratio_std many_total_ratio many_total_ratio_std one_running_ratio one_running_ratio_std many_running_ratio many_running_ratio_std
16.0 0.0 1024.0 0.0 200.0 0.0 1.9970000000000002e-07 5.617838651217299e-08 0.0022846529999999998 0.00037080060227237803 0.001032959 0.00033078518693254697 0.001929401 0.00042556891692702983 0.008534461999999998 0.0026111902635933062 0.0020268099999999995 0.00031893048629582293 0.0022848526999999998 0.000370848979039555 0.00296236 0.0005699733052906944 0.0020438789239999996 0.0003183611816799242 0.7780168046493049 0.0721066894366709 1.1363719195082782 0.2246873676018387 1.1965517026141894 0.0683245744949779 1.1466544231488072 0.23037115569730945
16.0 0.0 2048.0 0.0 200.0 0.0 2.265e-07 4.9744346412431694e-08 0.004292002 0.000648328873862986 0.0011197585 0.0003197984718149335 0.0035295649999999997 0.0003186647026874676 0.008956083 0.0013161326140801906 0.002647651 0.000351481959943259 0.004292228499999999 0.0006483138784030958 0.0046493235 0.00034827622248830443 0.002665563166 0.00035026606142676315 0.9273732798881804 0.15248261050451417 1.630271263365882 0.306806423453756 1.2203252454049367 0.18767855770557199 1.6416599152667284 0.3102496731030453
16.0 0.0 4096.0 0.0 200.0 0.0 1.5910000000000002e-07 2.8458351634937957e-08 0.007051127999999999 0.0007632202277892474 0.0012264980000000001 0.00011963073284068536 0.0062946650000000005 0.0008583747180605591 0.01548467 0.0017649231566841555 0.0031999190000000003 0.00035884294058821734 0.007051287099999999 0.0007632420013725834 0.007521163 0.0009095775486583487 0.0032308883400000003 0.0003584916370194188 0.9440218250831741 0.09524611651512951 2.2199807190515495 0.41462288424388355 1.132084795737215 0.13087100334357846 2.2420283641176546 0.42054329730603546
16.0 0.0 8192.0 0.0 200.0 0.0 1.7430000000000002e-07 4.2763042195075053e-08 0.014750950000000002 0.0014959048968953375 0.0017060309999999998 0.00012694357674442093 0.01117877 0.0005531177311888917 0.025906770000000003 0.0013805113505509327 0.004229302 3.315935289543306e-05 0.014751124299999998 0.001495900886220555 0.012884800999999998 0.0005639140857229012 0.00428111554 3.497756990424122e-05 1.148548825563436 0.14572722840868135 3.4455989870862966 0.3475521317277675 1.3259509871841306 0.18422839202936014 3.4876624214444143 0.35083687986816126
16.0 0.0 16384.0 0.0 200.0 0.0 1.815e-07 3.2870959827787214e-08 0.02653977 0.0009668387410639492 0.00276895 0.0007316365029469507 0.02058715 0.0012613418403959503 0.06331719 0.003894933746248693 0.007207988 2.8225580517783585e-05 0.026539951500000002 0.0009668265521811723 0.023356099999999998 0.0019060636038997034 0.00733462238 3.330215810693035e-05 1.1427499768329075 0.09850389691253002 3.618176740437787 0.1219611994864045 1.2936337752239822 0.09536355873246026 3.6817657279993696 0.12596439004298246
16.0 0.0 32768.0 0.0 200.0 0.0 1.888e-07 4.900294775713896e-08 0.057920320000000004 0.0012716841569790235 0.0037346239999999998 9.891837917082457e-05 0.03993495 0.0001472272487615881 0.1169339 0.008204423569026753 0.012635410000000003 0.00010674260265785373 0.057920508800000006 0.0012716967053109651 0.043669574 0.00017898608780353336 0.0128692778 0.00012032980208084744 1.3263221220086296 0.027889450263245585 4.500953987153913 0.10333320430638179 1.450313362753287 0.028505507666796173 4.584168787586622 0.10311038648077808
16.0 0.0 65536.0 0.0 200.0 0.0 1.7659999999999998e-07 3.574974747385563e-08 0.12242109999999999 0.0016970628515828846 0.0075738390000000015 0.0021469044494571415 0.08138872 0.0006111638765503353 0.23782540000000002 0.01306090970287549 0.02378645 0.00012709106315253124 0.12242127659999999 0.0016970615534017187 0.088962559 0.0024598278091110632 0.0242621008 0.00013415117013780887 1.3766419048375211 0.024674899682966236 5.045745578042098 0.0607358058140592 1.5041812894168172 0.019992539050432707 5.1466468586997856 0.06334593539194303
16.0 0.0 131072.0 0.0 200.0 0.0 1.7670000000000001e-07 3.2619183176638674e-08 0.25796430000000004 0.001200140459363497 0.01235835 5.318191526371972e-05 0.16675109999999999 0.0024751958149250384 0.4633471 0.01850972374156057 0.04568895 0.00022784825969182174 0.2579644767 0.0012001413871028802 0.17910945 0.0024632757062493862 0.0466156442 0.0002166483612344047 1.4404346530796444 0.014422885251081697 5.533935878292148 0.0304559424495175 1.5472244418654637 0.017076953129800017 5.646198678658823 0.034024716800385865
16.0 0.0 262144.0 0.0 200.0 0.0 1.952e-07 4.617310424430604e-08 0.6286782 0.21009891466946898 0.02452513 0.0009298337617852302 0.361297 0.007302767588007552 0.9794949 0.02880936863611101 0.08866485 0.0006722401278148578 0.6286783951999999 0.21009891748968545 0.38582213 0.007214725583611073 0.09062383980000001 0.0006619714335855902 1.6268942188957727 0.5301419597798657 6.9323775651762904 2.295353648138666 1.7373498389367072 0.5654719784424369 7.085103099294868 2.3439207408405767
16.0 0.0 524288.0 0.0 200.0 0.0 2.008e-07 4.201005170723356e-08 2.0309490000000006 0.0072903276102843344 0.04773445 0.0008784553542692757 0.7440241999999999 0.010882337869740825 2.0915369999999998 0.112486610566176 0.1759533 0.0010931246802918437 2.0309492008 0.0072903018030805525 0.79175865 0.010927399737892632 0.18013637400000002 0.0010173231895509232 2.5654813641643996 0.030529899420712027 11.274861869123892 0.08008047933750168 2.730131808061054 0.034997744687143194 11.543004004513618 0.09128605735864079
