1597 7.8e-08 0.0229703 0.0032458 5.2174e-05 0.000456609 0.000523623 0.000915815 6.1273e-05 0.00292785 0.00301663 0.000958135 0.000382443 7.266e-06 0.000398982 0.000933601 0.000381232 2.9396e-05 0.000419183 159.7
1597 8.8e-08 0.0274469 0.00118411 6.8922e-05 0.000804456 0.000892946 0.000751185 6.3014e-05 0.00314675 0.00322425 0.00090125 0.000381533 6.774e-06 0.00039689 0.0010077 0.000382216 2.8334e-05 0.000419283 159.7
1597 8.7e-08 0.0273405 0.000933028 6.8763e-05 0.000800248 0.000888229 0.000764088 6.2265e-05 0.00312898 0.00320502 0.000983891 0.000381226 6.725e-06 0.00039633 0.00089371 0.000381562 2.7516e-05 0.000418026 159.7
1597 8.3e-08 0.0270944 0.000926811 6.8598e-05 0.000808001 0.000897769 0.000748722 6.2709e-05 0.0031573 0.00323548 0.00100355 0.000380116 6.72e-06 0.000395597 0.000892877 0.000379459 2.7527e-05 0.000415992 159.7
1597 9e-08 0.0270631 0.000920119 6.8591e-05 0.000805899 0.000895107 0.000750786 6.3429e-05 0.0031484 0.00322775 0.000921436 0.000380139 6.663e-06 0.000395424 0.00127043 0.000380538 2.7807e-05 0.000417726 159.7
2584 6e-08 0.0338946 0.0010654 6.872e-05 0.00130733 0.00140032 0.0015401 6.2201e-05 0.00511761 0.00519453 0.00124599 0.000407083 6.787e-06 0.000422998 0.00114681 0.000405619 2.6739e-05 0.000441348 258.4
2584 9.4e-08 0.0436083 0.00100184 6.8657e-05 0.00128973 0.00137808 0.000868287 6.2123e-05 0.00510474 0.00518128 0.0019069 0.000405315 6.718e-06 0.000420372 0.00107423 0.000406965 2.7599e-05 0.000443216 258.4
2584 8.7e-08 0.0435777 0.000937216 6.8508e-05 0.00129578 0.0013845 0.000862745 6.2495e-05 0.00512104 0.00519914 0.00131736 0.000406843 6.818e-06 0.000422438 0.00123504 0.00040663 2.7294e-05 0.000443159 258.4
2584 9.2e-08 0.0436329 0.00105912 6.8691e-05 0.00129273 0.00138097 0.000866899 6.2534e-05 0.00510263 0.00518045 0.0010937 0.000404909 6.731e-06 0.000420143 0.00111596 0.000405799 2.6886e-05 0.000441742 258.4
2584 9.3e-08 0.0435675 0.00101225 6.877e-05 0.00129324 0.00138163 0.00094747 6.2278e-05 0.00510906 0.0051864 0.00112645 0.000404751 6.798e-06 0.000419664 0.00107281 0.000405301 2.7038e-05 0.000440908 258.4
4181 8.6e-08 0.0540409 0.00132803 7.0884e-05 0.00215619 0.0022553 0.00106738 6.0368e-05 0.00826183 0.00834064 0.00153941 0.000430173 7.74e-06 0.000448452 0.00140854 0.000430951 3.2183e-05 0.000473612 380.091
