N N_std T T_std T' T'_std simple_pre_time simple_pre_time_std simple_running_time simple_running_time_std simple_path_pre_time simple_path_pre_time_std simple_path_running_time simple_path_running_time_std zipHMMlib_uncompressed_pre_time zipHMMlib_uncompressed_pre_time_std zipHMMlib_uncompressed_running_time zipHMMlib_uncompressed_running_time_std zipHMMlib_uncompressed_path_pre_time zipHMMlib_uncompressed_path_pre_time_std zipHMMlib_uncompressed_path_running_time zipHMMlib_uncompressed_path_running_time_std zipHMMlib_pre_time zipHMMlib_pre_time_std zipHMMlib_running_time zipHMMlib_running_time_std zipHMMlib_path_pre_time zipHMMlib_path_pre_time_std zipHMMlib_path_running_time zipHMMlib_path_running_time_std zipHMMlib_pre_time/T zipHMMlib_pre_time/T_std zipHMMlib_running_time/T zipHMMlib_running_time/T_std zipHMMlib_path_running_time/T zipHMMlib_path_running_time/T_std zipHMMlib_path_backtrack_time/T zipHMMlib_path_backtrack_time/T_std simple_total_time simple_total_time_std simple_path_total_time simple_path_total_time_std zipHMMlib_uncompressed_total_time zipHMMlib_uncompressed_total_time_std zipHMMlib_uncompressed_path_total_time zipHMMlib_uncompressed_path_total_time_std zipHMMlib_total_time zipHMMlib_total_time_std zipHMMlib_path_total_time zipHMMlib_path_total_time_std zipHMMlib_uncompressed_running_ratio zipHMMlib_uncompressed_running_ratio_std zipHMMlib_uncompressed_path_running_ratio zipHMMlib_uncompressed_path_running_ratio_std zipHMMlib_running_ratio zipHMMlib_running_ratio_std zipHMMlib_path_running_ratio zipHMMlib_path_running_ratio_std zipHMMlib_uncompressed_total_ratio zipHMMlib_uncompressed_total_ratio_std zipHMMlib_uncompressed_path_total_ratio zipHMMlib_uncompressed_path_total_ratio_std zipHMMlib_total_ratio zipHMMlib_total_ratio_std zipHMMlib_path_total_ratio zipHMMlib_path_total_ratio_std compression_ratio compression_ratio_std
16.0 0.0 1024.0 0.0 11.0 0.0 8.231578947368419e-08 1.9793524843518782e-08 0.015807763157894738 0.0013892252981870458 3.594736842105263e-08 4.847378262874848e-09 0.015688363157894736 0.001233062432955966 0.0007464720000000001 5.1661710173009374e-05 0.000371826 4.09774412871815e-05 0.0007342697368421051 6.551004409998963e-05 0.0008264928421052632 8.220447990716151e-05 0.0007608808421052631 5.6021174830260015e-05 0.00020372526315789476 4.619144238906656e-05 0.0007454576315789474 3.4046053915917594e-05 0.0003674502105263158 2.371112604659836e-05 7.43047697368421e-07 5.4708178545175796e-08 1.989504523026316e-07 4.510883045807281e-08 3.5883809621710527e-07 2.315539652988121e-08 1.598876439144737e-07 4.812488237999492e-08 0.015807845473684214 0.001389222096560681 0.01568839910526316 0.001233061176637646 0.001118298 5.6471210354381e-05 0.0015607625789473682 9.756198102990805e-05 0.000964606105263158 8.463334180707172e-05 0.0011129078421052631 3.266305318834631e-05 43.140698589366814 6.8016311115271 19.35693437237348 2.900443607471813 80.45749821176776 15.718194410156748 43.20516069836212 4.891472029418039 14.198084383915495 1.6870540967240195 10.077182364562661 0.8837271591069953 16.495782169588256 1.964753564812699 14.107265464758745 1.169826734381084 93.09090909090908 1.798265536464812e-06
16.0 0.0 2048.0 0.0 12.0 0.0 7.86e-08 1.2881647491887834e-08 0.03309458 0.0044116682873345915 2.91e-08 4.191470034800633e-09 0.028124175000000008 0.004935518640573358 0.0011032966500000001 0.000819806454038761 0.0006227159500000001 1.316830378508253e-05 0.0010620773 0.0006255149876805176 0.0014984415 8.037517745089845e-05 0.00091445515 0.0001455359557147941 0.00021020474999999998 4.681927340414528e-05 0.0009637374 0.00026606963864716154 0.00052917905 2.8744353602926187e-05 4.465113037109375e-07 7.106247837636431e-08 1.0263903808593749e-07 2.286097334186781e-08 2.583882080078125e-07 1.4035328907678802e-08 1.55749169921875e-07 2.600090174139256e-08 0.0330946586 0.004411670338959438 0.0281242041 0.004935517836801522 0.0017260126 0.0008220957177236856 0.0025605188000000006 0.0006882051569853399 0.0011246599 0.0001671127901993143 0.0014929164499999999 0.00027590513348164366 53.1362911832443 6.952441518231666 22.12466606021262 3.060818639168273 161.78025716920547 30.560406103587578 62.73274892348935 9.396323861309511 20.95628467326778 4.730321164075687 11.50196906545926 2.9168559685402555 29.86594751467876 4.914803897411015 19.291708703077674 4.455907872297469 170.66666666666663 4.287349601356631e-06
16.0 0.0 4096.0 0.0 13.0 0.0 8.464999999999998e-08 1.5944888638187897e-08 0.05417236999999999 0.0030916500518759415 2.540000000000001e-08 2.3033156878496756e-09 0.05010690999999999 0.00247342742680782 0.0010218120499999998 0.0002024978151392143 0.00119218 8.1856562608815e-06 0.0009242410999999999 0.00013547033728882293 0.0029278884999999998 4.405051194816346e-05 0.0010532335999999998 0.00019325850108173285 0.00021165495000000003 5.4985405381784904e-06 0.0011428925500000001 0.000578659966953639 0.0009076115000000001 0.00018576752850368782 2.5713710937499994e-07 4.7182251240657435e-08 5.167357177734376e-08 1.342417123578733e-09 2.2158483886718752e-07 4.535340051359566e-08 1.6991126708984373e-07 4.5486573413998095e-08 0.05417245464999999 0.0030916520641409003 0.0501069354 0.0024734276314133316 0.00221399205 0.00020053561396353816 0.0038521296000000003 0.0001378107152389511 0.0012648885500000002 0.0001942155125083774 0.0020505040499999997 0.0006195876294284679 45.440649386365 2.6031213225281173 18.49822326290651 0.9129143434931631 255.92504493993835 12.018920364751896 61.06232719367331 7.740086778961146 24.618612663731135 2.2021755293601704 13.018048608046433 0.6829112344921735 43.425605454062314 4.686672930636679 25.609958533535234 4.325597207946963 315.07692307692304 6.06322795287343e-06
16.0 0.0 8192.0 0.0 14.0 0.0 8.199999999999999e-08 2.5435160082473468e-08 0.10113971999999997 0.0056542199939148274 2.6200000000000003e-08 1.4363696929191782e-09 0.10022962000000002 0.0035128581012581683 0.0012298735000000002 7.768757675356855e-05 0.0023197675 1.2030161163955733e-05 0.0011724985 0.00014134825135384376 0.006224323 0.0013423788694078254 0.0013896154999999998 5.178892083051929e-05 0.0002431795 1.7966922703151973e-05 0.0013830575 8.492022292624006e-05 0.001671446 0.0001111049718627924 1.6963079833984373e-07 6.321889749819249e-09 2.968499755859375e-08 2.193227869037106e-09 2.04033935546875e-07 1.3562618635594776e-08 1.7434893798828125e-07 1.1635233493809077e-08 0.10113980200000001 0.005654224970634028 0.1002296462 0.003512858322429095 0.003549641 7.505451765216518e-05 0.0073968215 0.0014732095561848899 0.001632795 6.703468592413296e-05 0.0030545035 0.00016865547065495818 43.603946168779785 2.527431788127096 16.669971085899295 2.301616868858709 418.0292907064562 38.93037598534212 60.735264568738444 4.898934324909115 28.497118285290725 1.5601076497214488 13.854498287286585 1.7001302885629586 62.04402775627042 4.326729132059624 32.90169623031811 2.0175414910870595 585.1428571428571 1.212645590574686e-05
16.0 0.0 16384.0 0.0 15.0 0.0 7.755e-08 1.1744987732735322e-08 0.18961435 0.004087194807858277 2.5850000000000003e-08 2.2307657406087352e-09 0.19795954999999998 0.004072842476635074 0.0018181945000000001 0.0002988115481717359 0.004617137500000001 8.759901242379349e-05 0.00160743 4.764519979135273e-05 0.011961879999999998 0.0004159828432697363 0.0020980895 5.4724260421529725e-05 0.00025881380000000005 6.985417974155228e-06 0.0020397830000000003 5.387840374887127e-05 0.002892744 1.2202731963256316e-05 1.280572204589844e-07 3.3401037854937576e-09 1.5796740722656253e-08 4.263560775241228e-10 1.7655908203125e-07 7.447956520542185e-10 1.6076234130859373e-07 7.928309798392817e-10 0.18961442755 0.0040872016842371075 0.19795957584999999 0.004072842698717672 0.006435332 0.00033106940311661244 0.013569309999999998 0.0004173096949320342 0.0023569032999999997 5.868824985608945e-05 0.004932527000000001 5.069064307926896e-05 41.08592360236615 1.330530124705659 15.870187051257659 0.6551617517812859 733.0785190564795 23.45604375044473 65.54975777947027 1.4578693397347517 29.53506651502347 1.5881138711493716 14.600205716125581 0.4859812915658294 80.4971873045597 2.6088351358376816 40.138551956527934 0.9693207698281873 1092.2666666666667 1.4002425162998155e-05
16.0 0.0 32768.0 0.0 16.0 0.0 8.61e-08 2.1579473677792167e-08 0.36912995 0.0017198852310286287 2.6100000000000002e-08 1.970840055995387e-09 0.39085845 0.0012540751037139572 0.0027395115 8.279375664708135e-05 0.009081062 5.977263364284179e-05 0.0025119505000000004 5.286378219684669e-05 0.025698989999999998 0.0006726138408047784 0.003311282 5.9311327718988166e-05 0.00025997145 3.7841627659842604e-06 0.0032619550000000004 7.197063768977053e-05 0.005349446000000002 0.0001598474395164994 1.0105230712890625e-07 1.8100380773616994e-09 7.933699035644531e-09 1.1548348284864076e-10 1.632521362304688e-07 4.878156723525983e-09 1.5531843719482423e-07 4.8278618205070615e-09 0.36913003609999995 0.0017198916884066536 0.3908584760999999 0.0012540738486111476 0.011820573499999999 9.701613236862367e-05 0.028210940500000004 0.0006849429674332307 0.00357125345 5.908830949163177e-05 0.008611401000000001 0.000194096143563742 40.6501406923126 0.34615086047581656 14.372351465107712 0.3580242397896078 1420.15849674842 20.743691597281707 69.05990988256119 2.016502930472721 31.23015993804097 0.337057495103622 13.862260739027883 0.32415744926949036 103.38614152223317 1.637316332588536 45.409728889187676 1.0025189188662555 2048.0 0.0
16.0 0.0 65536.0 0.0 17.0 0.0 7.549999999999998e-08 1.2275349710958052e-08 0.7331688 0.008198511165224359 2.5700000000000005e-08 2.202868942753367e-09 0.78122895 0.004180502305192737 0.0048319725 0.0004147866289129869 0.018162845 0.00032096871379747136 0.0044626614999999994 0.0003468985481949197 0.050701495 0.0004759932357717614 0.0058881275000000005 5.7819660731403194e-05 0.00027733075000000004 4.875927969706866e-06 0.005798814000000001 0.0001247499987722639 0.011526204999999998 0.0004943373240751211 8.984569549560548e-08 8.822580067657958e-10 4.2317314147949225e-09 7.440075637370096e-11 1.7587593078613278e-07 7.542988953782976e-09 1.7164419937133787e-07 7.534810160340644e-09 0.7331688755000001 0.008198521902250995 0.7812289757 0.004180501927488289 0.0229948175 0.0007136561608319551 0.05516415649999999 0.0007976943993348512 0.00616545825 5.705027685137847e-05 0.017325019 0.000550040820512909 40.379055574142136 0.8769513322738265 14.461960009467072 0.22876511880243186 2644.4207573510766 54.429757868933464 63.71010016892179 2.5801782079675406 31.91204867212686 1.0133800271971873 14.164877262186241 0.22990209433159833 118.92654130944466 1.82007978934158 45.1371436468504 1.499312921885975 3855.0588235294117 5.600970065199262e-05
16.0 0.0 131072.0 0.0 18.0 0.0 8.21e-08 2.0829887434316927e-08 1.4566850000000002 0.010186593098108584 2.5e-08 2.5339796036233264e-09 1.559583 0.002112240267465968 0.008897549 0.0009347107459805997 0.036447940000000005 0.0012401157562267377 0.008066027 8.062820716431972e-05 0.10207809999999999 0.0005147830304328088 0.01116679 0.0005280348512222381 0.00029584429999999996 8.587634029292156e-06 0.01108076 0.0005597614298214867 0.025985619999999997 0.0006844509613744082 8.519584655761718e-08 4.028586206224351e-09 2.257112884521484e-09 6.551844809945798e-11 1.982545471191406e-07 5.221946421618715e-09 1.9599743423461914e-07 5.22364242639409e-09 1.4566850821000004 0.010186593336938277 1.559583025 0.002112239310073709 0.045345489 0.0020899110051559107 0.11014412699999998 0.0005395856646337418 0.0114626343 0.0005276337231464147 0.037066379999999996 0.0011546665390585117 40.00713563453773 1.2987248918553478 14.270692344912087 0.12905133104549238 4927.732014458201 146.02705082927977 56.094616210804475 1.5394740088994558 32.18370233586861 1.3795416991021352 14.159827039194795 0.07774100902196283 127.30756897619833 5.253244475277706 42.11241043514488 1.2531215690742148 7281.777777777778 0.00011201940130398524
16.0 0.0 262144.0 0.0 19.0 0.0 7.65e-08 1.2399066178759769e-08 2.9022765 0.010148269375428657 3.68e-08 5.386142062347546e-09 3.16512 0.01202593819520464 0.016557545 0.000594669720340217 0.07208206999999998 0.00040244529291704373 0.01614312 0.0002152406501423629 0.20859519999999998 0.0009994682586332326 0.0219146 0.00012490655875933244 0.00030741875 2.8627393556542066e-06 0.021485245 0.00047242452750066916 0.060279324999999995 0.000941802486766628 8.359756469726562e-08 4.764807081578538e-10 1.1727094650268554e-09 1.0920483992211176e-11 2.2994737625122068e-07 3.592691371027481e-09 2.2877466678619387e-07 3.5944940592452485e-09 2.9022765765 0.010148267156653517 3.1651200368 0.012025936758588188 0.088639615 0.0009016598444115473 0.22473832000000002 0.0011037460532643047 0.022222018750000003 0.00012444485167366077 0.08176457 0.0011919346807876786 40.2646732788707 0.26168243185123324 13.913710362480007 0.07674136543943263 9441.618676129068 98.8620526797136 48.159231984881345 0.8298839621909208 32.74529112181078 0.3161278016387717 14.08396599825534 0.0975755588073292 130.60834979683395 0.9846850912532586 38.71785623501077 0.5745294349227661 13797.052631578943 0.0003168387131460206
16.0 0.0 524288.0 0.0 20.0 0.0 7.975e-08 1.7949857058513145e-08 5.810296 0.07855780723699822 4.0999999999999997e-08 6.4400065380810335e-09 8.2428085 0.03709352805996848 0.032804639999999996 0.0015298389300839245 0.14395290000000002 8.514377927756311e-05 0.032471 0.002020826300512295 0.41627335 0.0013523659297418216 0.043805565000000005 0.0014809729313689627 0.00032198960000000005 1.7844018428726658e-06 0.04276647 0.0004890474437213082 0.12078795 0.0013149183875006073 8.355248451232911e-08 2.8247316958789115e-09 6.141464233398438e-10 3.4034764153912845e-12 2.3038473129272462e-07 2.5080077886593005e-09 2.2977058486938474e-07 2.5088728193590285e-09 5.8102960797500005 0.07855780824963937 8.242808540999999 0.03709352715212175 0.17675754 0.0015930830792109541 0.44874434999999996 0.002446898145466034 0.044127554599999994 0.00148090805712425 0.16355442 0.001370939860711354 40.3624904610485 0.5461502113651081 13.957993639105576 0.1914032969455273 18045.655318742873 274.56033643469044 48.10800200692161 0.7887200374684509 32.874196701097375 0.5413533579408797 18.369080420554496 0.12297412481041049 131.80317469242863 4.5372945423814 50.40146377603837 0.4953501769210834 26214.400000000005 0.0003168387131460206
