N N_std T T_std subseq_length subseq_length_std simple_pre_time simple_pre_time_std simple_running_time simple_running_time_std one_pre_time one_pre_time_std one_running_time one_running_time_std many_pre_time many_pre_time_std many_running_time many_running_time_std simple_total_time simple_total_time_std one_total_time one_total_time_std many_total_time many_total_time_std one_total_ratio one_total_ratio_std many_total_ratio many_total_ratio_std one_running_ratio one_running_ratio_std many_running_ratio many_running_ratio_std
2.0 0.0 10000.0 0.0 200.0 0.0 2.069e-07 3.252503309418431e-08 0.002100161 0.00026056464970649143 0.001548916 0.0003088270102320868 0.0068303240000000005 0.0012775165452827229 0.011280282999999999 0.003004434057707416 0.0023828630000000003 0.00044839549735200564 0.0021003678999999996 0.00026054999745685897 0.00837924 0.0013098711806128214 0.0024054235659999998 0.00044452859730984094 0.2531968096852195 0.03131699503222177 0.9027941330456508 0.2159771093470163 0.3139418742870528 0.05756869347096785 0.9126780297756131 0.22332691043750605
3.0 0.0 10000.0 0.0 200.0 0.0 2.1120000000000004e-07 3.3078358148157387e-08 0.002320992 0.000237705815466655 0.0015276850000000002 0.000245439334131448 0.006984409999999999 0.0007319298557163131 0.015882229999999997 0.002688306516522608 0.0020666749999999996 0.00033704335073136076 0.0023212031999999996 0.00023769901533933596 0.008512095 0.0008215711602404755 0.0020984394599999996 0.00033338618166480995 0.27299459836909434 0.015437424835999441 1.1359178585833187 0.23197219828222515 0.33336610427299 0.0250407937361722 1.154606677342863 0.2385988979609329
4.0 0.0 10000.0 0.0 200.0 0.0 1.916e-07 3.857805939477339e-08 0.0030112770000000006 0.0006740112548194807 0.001534772 0.00021572049517836769 0.007616328000000001 0.0011242959529293437 0.01472541 0.002009313239475947 0.0022272159999999997 0.0003974299145537771 0.0030114686000000004 0.0006740144674708708 0.0091511 0.0013026663602097833 0.0022566668200000002 0.0003958646381735639 0.3287116071413783 0.05265027474997542 1.364254912295922 0.3490673139600949 0.39536815783874946 0.0637713055069566 1.38294140622845 0.35322369150862243
6.0 0.0 10000.0 0.0 200.0 0.0 1.798e-07 3.309850617642902e-08 0.0037892249999999994 0.0009361863945966003 0.001721017 0.00034871932499265556 0.00825304 0.0017920129141089695 0.02172463 0.0026425092957052935 0.002300328 0.0005309356623253785 0.0037894048 0.0009361832533863576 0.009974057 0.0018915400852159803 0.00234377726 0.0005296563814113633 0.3885171231096982 0.10341233520849849 1.6771559817765271 0.4915954540209257 0.4722789769113297 0.12570088984717825 1.710948143824368 0.502488825693643
8.0 0.0 10000.0 0.0 200.0 0.0 1.599e-07 2.0856387244412365e-08 0.004685283 0.000663153868102188 0.001494582 0.00020366312363530247 0.008157925 0.0010599455695275626 0.02461863 0.0015527613052952836 0.0022280550000000005 9.300478580875492e-05 0.0046854429000000005 0.0006631567599269146 0.009652507 0.0011359929163418782 0.00227729226 9.36387171658233e-05 0.4875868964641539 0.05658483793358862 2.0580724693498347 0.28922604885001346 0.5782254161233817 0.07100372696169024 2.103621407979321 0.29661751819423066
12.0 0.0 10000.0 0.0 200.0 0.0 1.628e-07 2.1518983866964225e-08 0.007472642999999999 0.0008133822270009997 0.001487759 8.926386408968651e-05 0.009660321999999999 0.0007637662893669437 0.033005889999999996 0.0024040951905955287 0.0029952620000000003 6.865841759510866e-05 0.0074728058 0.0008133903399509424 0.011148081 0.0008450192194322913 0.0030612737799999997 6.784249781293879e-05 0.6702192679591419 0.049499385946320106 2.4394246651649296 0.24102910930749688 0.7737163204354219 0.058821010919404094 2.4928376792873985 0.24250941100043633
16.0 0.0 10000.0 0.0 200.0 0.0 1.689e-07 4.796630761968933e-08 0.011249045 0.0012983866476965532 0.0022120269999999997 0.0004926681480818966 0.01522869 0.0014620693192640727 0.0365399 0.004246281681136549 0.004959499 7.248398052139375e-05 0.0112492139 0.0012984138369114013 0.017440716999999998 0.0015153931790357032 0.0050325788000000005 8.061208345743178e-05 0.6524446941696713 0.1157627471025045 2.236838684827363 0.2703189365533884 0.7499668835011477 0.14694776160337394 2.26960687900434 0.27334521976526777
24.0 0.0 10000.0 0.0 200.0 0.0 1.568e-07 2.5711216748078304e-08 0.022440869999999998 0.0019121516397619992 0.0032000890000000006 0.0003690510752502019 0.008032739 0.0011035824933717635 0.05551341 0.003546806868610525 0.008130108 0.0003591968897662969 0.0224410268 0.0019121385619082889 0.011232828 0.0010773121990790007 0.008241134819999999 0.00036440338387614947 2.0229449012113436 0.3354717968363145 2.725871354715704 0.23692613388327244 2.8561037244089134 0.5528512716532148 2.7631259320168704 0.2409889710563977
32.0 0.0 10000.0 0.0 200.0 0.0 2.9540000000000006e-07 7.368280366242545e-08 0.03480872 0.0014609629227936986 0.0041232989999999995 0.00029241313378507015 0.008629741 0.0001488295571338518 0.05449527 0.0037582784631767854 0.014929960000000003 0.00023372068895238346 0.0348090154 0.0014610187007817103 0.012753039999999998 0.0002794642642629141 0.015038950540000002 0.0002408015501990074 2.7311304900180424 0.1417859800422525 2.315949312770311 0.12526797946531584 4.034965128792262 0.1908108868728405 2.33278533335282 0.12528018523285456
48.0 0.0 10000.0 0.0 200.0 0.0 3.087e-07 6.17576805839654e-08 0.06467764 0.0014648349616558107 0.005343119 0.0001286988079414676 0.014077019999999999 6.887885984369952e-05 0.17823340000000004 0.0019753454381429233 0.05996298000000001 0.0005184879786441386 0.06467794870000002 0.0014648232791691675 0.019420138999999996 0.00016779404866007169 0.060319446799999996 0.0005217424251221843 3.3303795906087736 0.06466308095207025 1.0723768204725466 0.02824392996232792 4.5945443676127775 0.10064929226204639 1.0787464971578393 0.028403096471716793
64.0 0.0 10000.0 0.0 200.0 0.0 3.15e-07 4.2606728733069023e-08 0.1107815 0.0008069607246387375 0.007792006 0.00023215495836475655 0.02438641 0.00019033904515644776 0.31491250000000004 0.03604704025529206 0.1115413 0.0020514131741582575 0.11078181499999999 0.0008069438883384412 0.032178416 0.00041703273546444424 0.112171125 0.00212194482245799 3.443175431810576 0.044656101833935494 0.9879507989329378 0.021023775481118667 4.542945971319698 0.041936766789026865 0.9935083628279772 0.020646705283177573
