16 10000 2 2.51e-07 0.0160843 0.00253083 0.0241819 0.0499695 0.00794645
16 10000 2 1.34e-07 0.0096773 0.00153948 0.0140725 0.0356974 0.00720762
16 10000 2 1.22e-07 0.00972485 0.00154481 0.0138135 0.0357975 0.00721431
16 10000 2 1.33e-07 0.00986932 0.00153758 0.0137937 0.0358258 0.00721547
16 10000 2 1.36e-07 0.0105135 0.0016675 0.012565 0.0351577 0.00717579
16 10000 2 1.66e-07 0.0104372 0.00173028 0.0146047 0.0350013 0.00724309
16 10000 2 1.56e-07 0.0117846 0.00175299 0.0134251 0.0355045 0.00717321
16 10000 2 1.47e-07 0.0163543 0.0022692 0.012672 0.0341613 0.00716349
16 10000 2 1.5e-07 0.0105035 0.00160659 0.0127986 0.0369686 0.00717401
16 10000 2 1.31e-07 0.0108116 0.00163324 0.0125368 0.0350402 0.00718486
16 10000 2 1.53e-07 0.0109009 0.00189827 0.0155322 0.0343082 0.00721059
16 10000 2 1.66e-07 0.0103323 0.00160867 0.0141622 0.035749 0.0073213
16 10000 2 1.6e-07 0.0155972 0.0022461 0.0135245 0.0343265 0.00719321
16 10000 2 1.45e-07 0.0112335 0.00197105 0.0152378 0.0345101 0.00723855
16 10000 2 1.53e-07 0.00968272 0.0019011 0.0161586 0.0365758 0.00718174
16 10000 2 1.34e-07 0.010371 0.00158957 0.0127427 0.0351235 0.00720422
16 10000 2 1.51e-07 0.0106552 0.00179316 0.0146054 0.0358149 0.00719618
16 10000 2 2.1e-07 0.0118222 0.00268932 0.0146899 0.0353873 0.00720683
16 10000 2 1.71e-07 0.0119149 0.00179545 0.0134964 0.0350171 0.00718146
16 10000 2 1.56e-07 0.0104271 0.00159152 0.0127611 0.0359757 0.00718993
16 10000 2 2.5e-07 0.0190338 0.00163804 0.0126956 0.0360051 0.00719588
16 10000 2 1.26e-07 0.0129149 0.00193322 0.0131978 0.0342235 0.00729232
16 10000 2 1.65e-07 0.0117591 0.00173067 0.0135369 0.034944 0.00723082
16 10000 2 1.23e-07 0.014962 0.00224949 0.0141033 0.0341946 0.00726802
16 10000 2 1.24e-07 0.0110345 0.00184158 0.015489 0.0340714 0.00722757
16 10000 2 1.37e-07 0.0103525 0.00159524 0.0143366 0.0358393 0.00732944
16 10000 2 1.3e-07 0.0114098 0.00174725 0.0137083 0.0341937 0.00727641
16 10000 2 1.51e-07 0.0195741 0.00224791 0.0216395 0.0341943 0.00721813
16 10000 2 1.24e-07 0.0105766 0.00160055 0.0147468 0.0350743 0.00723923
16 10000 2 2.2e-07 0.016461 0.00232731 0.0125097 0.0343403 0.00723879
16 10000 2 1.54e-07 0.0146914 0.0022845 0.0142647 0.0344205 0.0072274
16 10000 2 3.6e-07 0.0111706 0.00206575 0.0158058 0.0341411 0.00722497
16 10000 2 1.19e-07 0.00965874 0.00166966 0.0139591 0.0359344 0.0072208
16 10000 2 1.39e-07 0.00970235 0.00362675 0.0158625 0.0353625 0.00715566
16 10000 2 2.8e-07 0.0191161 0.00164231 0.012632 0.036084 0.00717817
16 10000 2 2.88e-07 0.0191212 0.00165573 0.0127839 0.0349107 0.00719716
16 10000 2 2.85e-07 0.0191118 0.00255842 0.0134004 0.0343737 0.00718697
16 10000 2 2.25e-07 0.0164476 0.00237391 0.0128415 0.0347266 0.00714936
16 10000 2 1.38e-07 0.0132119 0.00258511 0.0148608 0.0351734 0.00716063
16 10000 2 1.58e-07 0.0140837 0.00225724 0.0153331 0.0341795 0.00714616
16 10000 2 1.59e-07 0.0117587 0.00172792 0.0134858 0.0353217 0.00723396
16 10000 2 1.36e-07 0.0119944 0.00178451 0.015595 0.0343568 0.00721183
16 10000 2 1.49e-07 0.0111831 0.00208821 0.015278 0.0343665 0.00715467
16 10000 2 1.43e-07 0.00964114 0.00160619 0.0154708 0.035848 0.00724015
