16 1024 0.0272607 0.0031901
16 2048 0.0161718 0.00509886
16 4096 0.0221745 0.00891709
16 8192 0.0124684 0.0130664
16 16384 0.0377804 0.0278655
16 32768 0.0883463 0.0462735
16 65536 0.165872 0.0830098
16 131072 0.288334 0.159241
16 262144 0.578673 0.321105
16 524288 2.1536 0.626116
16 1048576 4.46167 1.26345
16 2097152 10.3668 2.49613
16 4194304 22.6015 5.01525
16 8388608 47.9768 10.4526
16 1024 0.00525818 0.00419694
16 2048 0.00770362 0.00543433
16 4096 0.015394 0.0102132
16 8192 0.0184339 0.0165562
16 16384 0.0354543 0.0198844
16 32768 0.0650479 0.0397138
16 65536 0.128074 0.0813007
16 131072 0.2706 0.166146
16 262144 0.553712 0.318518
16 524288 2.05715 0.636766
16 1048576 4.52827 1.26668
16 2097152 11.4588 2.50874
16 4194304 24.5969 5.00749
16 8388608 50.2025 10.1202
16 1024 0.00394513 0.00354888
16 2048 0.00803284 0.00643262
16 4096 0.0183776 0.00908592
16 8192 0.0228519 0.0183531
16 16384 0.0304699 0.0302049
16 32768 0.058323 0.04207
16 65536 0.137378 0.0791569
16 131072 0.274355 0.165876
16 262144 0.55233 0.325817
16 524288 2.05091 0.6323
16 1048576 4.62714 1.25336
16 2097152 10.8122 2.54841
16 4194304 24.6527 4.98479
16 8388608 49.7783 10.0418
16 1024 0.0184426 0.00315862
16 2048 0.0192785 0.0040543
16 4096 0.0270436 0.0075234
16 8192 0.0417912 0.0143603
16 16384 0.0347676 0.0340508
16 32768 0.122143 0.0487661
16 65536 0.144199 0.0873206
16 131072 0.294038 0.166533
16 262144 0.552231 0.319896
16 524288 2.07961 0.63983
16 1048576 4.77939 1.25337
16 2097152 11.1107 2.49767
16 4194304 24.6628 4.99012
16 8388608 49.7834 10.0434
16 1024 0.0115854 0.00306276
16 2048 0.0323594 0.0040197
16 4096 0.0216061 0.00956808
16 8192 0.0396817 0.0170071
16 16384 0.0521107 0.028215
16 32768 0.0775381 0.0494934
16 65536 0.15474 0.0901422
16 131072 0.442127 0.165238
16 262144 0.578078 0.325004
16 524288 2.09683 0.633738
16 1048576 4.60498 1.2572
16 2097152 10.8155 2.49631
16 4194304 24.7631 4.992
16 8388608 49.6455 10.1523
16 1024 0.0148666 0.00331737
16 2048 0.0186318 0.00373693
16 4096 0.0176096 0.00913052
16 8192 0.0320982 0.0146014
16 16384 0.0488678 0.0204871
16 32768 0.134486 0.0406463
16 65536 0.144833 0.0794735
16 131072 0.310693 0.167878
16 262144 0.596413 0.319911
16 524288 2.10336 0.631189
16 1048576 4.57822 1.24902
16 2097152 10.7443 2.51587
16 4194304 24.6468 4.99603
16 8388608 49.5889 10.0388
16 1024 0.00475231 0.0026445
16 2048 0.0198103 0.00352104
16 4096 0.0213754 0.00911651
16 8192 0.0216876 0.0144207
16 16384 0.0505016 0.0262479
16 32768 0.0793366 0.0469217
16 65536 0.248987 0.0815556
16 131072 0.287303 0.158663
16 262144 0.546821 0.322404
16 524288 2.10762 0.63215
16 1048576 4.4988 1.26237
16 2097152 10.7571 2.4907
16 4194304 24.6945 4.99169
16 8388608 49.6726 10.0234
16 1024 0.00454761 0.00315018
16 2048 0.0281551 0.00569285
16 4096 0.0211023 0.010087
16 8192 0.0414941 0.0181774
16 16384 0.0467085 0.0295485
16 32768 0.0870741 0.0517366
16 65536 0.15698 0.0886609
16 131072 0.305476 0.16205
16 262144 0.549868 0.323965
16 524288 2.15669 0.623604
16 1048576 4.53164 1.25775
16 2097152 10.7466 2.49925
16 4194304 24.7188 4.99795
16 8388608 50.0715 10.0113
16 1024 0.0041808 0.00231371
16 2048 0.0242552 0.00443816
16 4096 0.026089 0.00833227
16 8192 0.0281748 0.0166976
16 16384 0.0403474 0.0219642
16 32768 0.0937518 0.0492544
16 65536 0.158059 0.089775
16 131072 0.314181 0.167491
16 262144 0.611982 0.319824
16 524288 2.12382 0.632366
16 1048576 4.52154 1.26509
16 2097152 10.753 2.49581
16 4194304 24.6749 4.98478
16 8388608 49.9851 10.0593
16 1024 0.00450044 0.00205452
16 2048 0.018667 0.00430296
16 4096 0.0341027 0.00818439
16 8192 0.0414522 0.0185696
16 16384 0.061325 0.0204041
16 32768 0.0869487 0.0519968
16 65536 0.340547 0.078458
16 131072 0.290766 0.15695
16 262144 0.620308 0.32952
16 524288 2.12659 0.654513
16 1048576 4.53194 1.26358
16 2097152 10.7492 2.50262
16 4194304 24.6809 4.98731
16 8388608 49.6889 10.1237
