N N_std T T_std one_T' one_T'_std many_T' many_T'_std simple_pre_time simple_pre_time_std simple_running_time simple_running_time_std simple_path_pre_time simple_path_pre_time_std simple_path_running_time simple_path_running_time_std uncompressed_pre_time uncompressed_pre_time_std uncompressed_running_time uncompressed_running_time_std uncompressed_path_pre_time uncompressed_path_pre_time_std uncompressed_path_running_time uncompressed_path_running_time_std uncompressed_path_memory_running_time uncompressed_path_memory_running_time_std one_pre_time one_pre_time_std one_running_time one_running_time_std one_path_pre_time one_path_pre_time_std one_path_running_time one_path_running_time_std one_path_memory_running_time one_path_memory_running_time_std many_pre_time many_pre_time_std many_running_time many_running_time_std many_path_pre_time many_path_pre_time_std many_path_running_time many_path_running_time_std many_path_memory_running_time many_path_memory_running_time_std simple_total_time simple_total_time_std uncompressed_total_time uncompressed_total_time_std uncompressed_path_total_time uncompressed_path_total_time_std uncompressed_path_memory_total_time uncompressed_path_memory_total_time_std one_total_time one_total_time_std one_path_total_time one_path_total_time_std one_path_memory_total_time one_path_memory_total_time_std many_total_time many_total_time_std many_path_total_time many_path_total_time_std many_path_memory_total_time many_path_memory_total_time_std uncompressed_total_ratio uncompressed_total_ratio_std uncompressed_path_total_ratio uncompressed_path_total_ratio_std uncompressed_path_memory_total_ratio uncompressed_path_memory_total_ratio_std one_total_ratio one_total_ratio_std one_path_total_ratio one_path_total_ratio_std one_path_memory_total_ratio one_path_memory_total_ratio_std many_total_ratio many_total_ratio_std many_path_total_ratio many_path_total_ratio_std many_path_memory_total_ratio many_path_memory_total_ratio_std uncompressed_running_ratio uncompressed_running_ratio_std uncompressed_path_running_ratio uncompressed_path_running_ratio_std uncompressed_path_memory_running_ratio uncompressed_path_memory_running_ratio_std one_running_ratio one_running_ratio_std one_path_running_ratio one_path_running_ratio_std one_path_memory_running_ratio one_path_memory_running_ratio_std many_running_ratio many_running_ratio_std many_path_running_ratio many_path_running_ratio_std many_path_memory_running_ratio many_path_memory_running_ratio_std many_running_time/N^3 many_running_time/N^3_std many_running_time/N^2 many_running_time/N^2_std many_path_running_time/N^3 many_path_running_time/N^3_std many_path_backtrack_time many_path_backtrack_time_std many_path_memory_backtrack_time many_path_memory_backtrack_time_std many_pre_time/N^3 many_pre_time/N^3_std many_path_backtrack_time/N many_path_backtrack_time/N_std many_path_backtrack_time/N^2 many_path_backtrack_time/N^2_std many_path_memory_backtrack_time/N^2 many_path_memory_backtrack_time/N^2_std many_path_memory_running_time/N^3 many_path_memory_running_time/N^3_std uncompressed_running_time/N^3 uncompressed_running_time/N^3_std uncompressed_running_time/N^2 uncompressed_running_time/N^2_std uncompressed_path_running_time/N^3 uncompressed_path_running_time/N^3_std uncompressed_path_running_time/N^2 uncompressed_path_running_time/N^2_std uncompressed_path_memory_running_time/N^3 uncompressed_path_memory_running_time/N^3_std uncompressed_path_memory_running_time/N^2 uncompressed_path_memory_running_time/N^2_std
2.0 0.0 10000.0 0.0 10000.0 0.0 3357.25 76.84425465631253 1.2255000000000002e-07 1.8144087046110596e-08 0.053866710500000005 0.040770484706886136 4.285e-08 1.1739609067282933e-08 0.002191323 0.00027404258514825266 0.001794973 0.00014620774070875408 0.0004243785500000001 9.096742300028683e-05 0.0016485574999999999 0.00017512711437170033 0.0025943375 0.0004352054344169561 0.0023828305 0.0005785936358508486 0.0017296269999999999 0.0002546421932231065 0.00036228195 9.190017444658733e-05 0.0017721529999999998 0.00025317461698452906 0.00223848 0.000527985069196788 0.0009787192 0.0002101010964944451 0.011911113 0.0023242507991860202 0.00013372335000000002 2.6203758288650065e-05 0.011507386000000001 0.0030301382429648114 0.00103434935 0.00017418692805727093 0.00077131165 2.5459995181863866e-05 0.05386683304999999 0.040770479713728804 0.00221935155 0.00020418179994836715 0.004242895000000002 0.000550033432749402 0.004031388 0.0006598331846810323 0.00209190895 0.000338250544731885 0.0040106329999999996 0.0007195947362604088 0.0027508721999999998 0.0003577454073066634 0.000157545576 2.8932202466162413e-05 0.0010573641220000003 0.00017688084737565136 0.000794326422 2.3292782423964133e-05 24.5340691321256 20.227413772605964 13.16628387910178 10.60968941577466 13.288737341475377 10.297403254003479 25.357188365025774 19.156689121350734 13.428711448098738 10.119703444876626 19.56428553831738 15.189235243779452 340.62433284975293 234.06252442268897 50.19351929524012 33.188198232448094 67.50523668642737 49.920710307223665 131.67590665116978 111.29620649146425 21.964535919882266 17.89437671267667 22.43289599164787 17.036594599652847 147.9237749530784 109.1575865392027 24.25901319197413 17.999469905965295 55.79539658611776 44.08088658145741 403.56657318764 276.4126321675136 51.30615681799195 33.885960925044984 69.5973869657798 51.7573542411481 1.6715418750000002e-05 3.275469786081258e-06 3.3430837500000004e-05 6.550939572162516e-06 0.00012929366875 2.1773366007158866e-05 0.0009006260000000001 0.0001563067158755164 0.0006375883 4.0630529785398625e-05 0.001488889125 0.00029053134989825253 0.00045031300000000004 7.81533579377582e-05 0.00022515650000000002 3.90766789688791e-05 0.000159397075 1.0157632446349656e-05 9.641395625e-05 3.182499397732983e-06 5.304731875000001e-05 1.1370927875035853e-05 0.00010609463750000002 2.2741855750071707e-05 0.0003242921875 5.4400679302119513e-05 0.000648584375 0.00010880135860423903 0.0002978538125 7.232420448135608e-05 0.000595707625 0.00014464840896271215
3.0 0.0 10000.0 0.0 10000.0 0.0 3223.0 86.41089112642663 1.1975000000000002e-07 2.013082213919728e-08 0.0019900795 0.0004309760866058043 3.979999999999999e-08 9.870743586344918e-09 0.0022124235 0.0006295736803857614 0.001547687 0.00023905637828983454 0.00042890105 0.00010601414073180352 0.001554855 0.00027377940344852864 0.0025076279999999996 0.0005844497604684102 0.00230977 0.0004795141543490184 0.0016022579999999999 0.00021004311265722863 0.00037403194999999993 8.13152263118987e-05 0.0015844089999999997 0.00020775464815624958 0.0020203265 0.00033340356025748637 0.0011145052499999997 0.00024211091600749343 0.014012269999999999 0.0024456888869364046 0.00015251599999999997 2.0080414133913683e-05 0.012655059 0.002297614665448316 0.0010879285000000001 0.00022541407200165738 0.0008106520999999998 3.427951287178056e-05 0.00199019925 0.00043098033456721776 0.0019765880500000003 0.0003437036231309054 0.004062482999999999 0.0008323711373135456 0.003864625 0.000638140724997238 0.00197628995 0.00028962026092335615 0.0036047355 0.0005090678264857169 0.00269891425 0.00035210390038645375 0.00018054054 2.21350046468531e-05 0.0011132386180000003 0.00022904188722723098 0.000835962218 3.3209148262233965e-05 1.0149781755600524 0.1868747532966461 0.5000690423784917 0.11012201372550824 0.5247085862447813 0.13135095217899456 1.0208050593310198 0.24425136887227913 0.5611354264233293 0.13776552616380972 0.7461052081178431 0.17502130753887699 11.115144120742798 2.479729029953574 1.7962937825736778 0.2780617176147088 2.3811038810073004 0.5055995428963382 4.8052572706843995 1.1802581078310581 0.8204551152563317 0.20942556390145056 0.8981753979899819 0.2823048184271766 5.53129408914298 1.62066676086663 1.0095360118084176 0.2642653417260573 1.8516039379471554 0.5178977415547523 13.208715469750754 3.226315122096433 1.8385183783041008 0.28572722395916483 2.457362956471603 0.5333183059080124 5.648740740740741e-06 7.437190419967912e-07 1.694622222222222e-05 2.2311571259904175e-06 4.029364814814815e-05 8.34866933339472e-06 0.0009354125 0.00022774918778074618 0.0006581361 4.439679311901554e-05 0.000518972962962963 9.058106988653344e-05 0.0003118041666666667 7.591639592691525e-05 0.00010393472222222224 2.5305465308971742e-05 7.312623333333333e-05 4.932977013224023e-06 3.0024151851851852e-05 1.2696115878436426e-06 1.5885224074074072e-05 3.9264496567334695e-06 4.7655672222222226e-05 1.1779348970200391e-05 9.287511111111111e-05 2.1646287424755836e-05 0.00027862533333333333 6.493886227426767e-05 8.554703703703704e-05 1.775978349440811e-05 0.00025664111111111114 5.327935048322391e-05
4.0 0.0 10000.0 0.0 10000.0 0.0 3196.2 47.46588802830052 1.0294999999999998e-07 2.7398568921521627e-08 0.0020138189999999996 0.00036207826961206043 3.2400000000000006e-08 7.673604793466735e-09 0.0020785294999999997 0.00024881549115072924 0.001451772 0.00016542289403064336 0.00046841495 9.497115337853926e-05 0.0013760954999999999 0.00015312795445828877 0.002504375 0.000491529011313836 0.002424718 0.00037777008089159457 0.0015610020000000001 0.00017650544212871274 0.00046388230000000004 8.709821668069831e-05 0.0016022035000000001 0.00025908600253228304 0.0025116475 0.0005425839755803505 0.0014068965 0.0002593110938068704 0.015362520000000001 0.002778385029321505 0.00020418045 1.635715284862131e-05 0.012252200000000001 0.0010341041355481906 0.001134775 5.775406501984023e-05 0.0008910602 3.7507227131790974e-05 0.00201392195 0.00036207205089456624 0.00192018695 0.00025507569745912844 0.0038804705 0.0006353194393496248 0.0038008135 0.0004981443943199303 0.0020248843 0.0002596956074924131 0.004113851 0.0007457996294751419 0.0030091 0.0004823656976217374 0.00023490548999999995 1.606232851907393e-05 0.0011592794 5.9056822982792515e-05 0.0009155646000000002 3.65397587068889e-05 1.0561064737280037 0.18243600428081996 0.5248181115547834 0.09320740568058543 0.5340464969632789 0.09965515883332908 1.0094078666978292 0.22424725228855702 0.5015226725656907 0.1137755393250226 0.6791747576936821 0.13071720945026996 8.592795319672772 1.5080345682003493 1.7370973917122055 0.3003241866253988 2.197300957986992 0.3717677298956227 4.377872385199122 0.7493325554926642 0.819172817433863 0.15581293573097246 0.8426596117900523 0.17501316930321156 4.466473337036713 1.0978442561868 0.8338081774245291 0.22504794490236743 1.4637464231577009 0.31402108199416895 9.912624285586224 1.8609180962084675 1.7743941076802092 0.3060739848908368 2.257846927258987 0.38262442343880065 3.19031953125e-06 2.5558051325970795e-07 1.2761278125e-05 1.0223220530388318e-06 1.7730859375e-05 9.024072659350036e-07 0.0009305945499999999 5.284040453994378e-05 0.0006868797500000001 4.8471746094612196e-05 0.00024003937500000002 4.341226608314851e-05 0.00023264863749999999 1.3210101134985946e-05 5.8162159374999997e-05 3.3025252837464864e-06 4.2929984375000005e-05 3.0294841309132622e-06 1.3922815625e-05 5.86050423934234e-07 7.31898359375e-06 1.483924271539676e-06 2.9275934375e-05 5.935697086158704e-06 3.9130859375e-05 7.680140801778688e-06 0.0001565234375 3.072056320711475e-05 3.788621875e-05 5.902657513931165e-06 0.000151544875 2.361063005572466e-05
6.0 0.0 10000.0 0.0 10000.0 0.0 2986.9 47.015003204470986 9.854999999999999e-08 3.1756433247951226e-08 0.0025505044999999996 0.0007304729037769781 3.185e-08 7.975455769850554e-09 0.002667386 0.0005710708150428342 0.0014859144999999998 0.00034207485460403033 0.0008061847000000001 0.00022520675299917512 0.0013986155 0.00019168548124672788 0.0030071994999999996 0.0006737467126253179 0.0028744755 0.0004699412941105128 0.0015764145000000001 0.0001839548972317022 0.0008092979 0.00015481090538490766 0.0015656220000000002 0.00018201516364245343 0.0029610454999999996 0.0005633369734049082 0.0021138325 0.00031137513649978795 0.018602785 0.00231600670330705 0.00038767874999999995 4.044681361579731e-05 0.015679885 0.00125675426450124 0.00133679 5.1758611284552166e-05 0.001168129 3.745169757940276e-05 0.00255060305 0.0007304738370579422 0.0022920992 0.0005162798098910263 0.0044058149999999996 0.0008352204592075976 0.004273091 0.0004972867070826038 0.0023857123999999996 0.000330750962126844 0.0045266675000000004 0.0007394821694364732 0.0036794544999999997 0.00047250268617978034 0.00042488431999999996 4.113799312508611e-05 0.00136814977 5.2378419357482265e-05 0.0011994887699999998 3.6916992647228795e-05 1.1207244537157248 0.2539567893964982 0.577533890285863 0.11276874986225835 0.5978100033305241 0.14924120508320723 1.074693740384641 0.2741884713372561 0.5765513740710755 0.17659246974333898 0.7037851596729878 0.21017790576821882 5.999260367383238 1.6170608540366074 1.8689459228013274 0.5566387167977822 2.1240052608144495 0.5862433849131763 3.2131484917019946 0.712455911648814 0.852293179917529 0.1726222935984673 0.9021456225784593 0.2567979320470225 3.205858787978851 0.8705456816048357 0.8875264630333879 0.2763080020238705 1.2300474974824602 0.37135847112259934 6.578939355313729 1.7841879624161965 1.9131783082935858 0.5717650193762667 2.181476171155854 0.6041125982430448 1.7948090277777778e-06 1.8725376673980336e-07 1.0768854166666665e-05 1.1235226004388395e-06 6.188842592592593e-06 2.3962320039142053e-07 0.0009491112500000003 5.591292610260018e-05 0.00078045025 5.5322909203363215e-05 8.612400462962964e-05 1.0722253256051166e-05 0.0001581852083333333 9.31882101710116e-06 2.6364201388888886e-05 1.5531368361834862e-06 2.167917361111111e-05 1.5367474778713161e-06 5.408004629629629e-06 1.733874887935452e-07 3.732336574074075e-06 1.04262385647766e-06 2.2394019444444447e-05 6.255743138865988e-06 1.3922219907407408e-05 3.1191977436357246e-06 8.353331944444446e-05 1.8715186461814345e-05 1.3307756944444443e-05 2.1756541394005364e-06 7.984654166666666e-05 1.3053924836403136e-05
8.0 0.0 10000.0 0.0 10000.0 0.0 2850.2 57.48738992161127 1.1609999999999997e-07 3.113113182043105e-08 0.0030908215 0.0005809397535959795 2.8750000000000006e-08 8.397211316546498e-09 0.003315543 0.0006064581242548717 0.0014161114999999998 0.0001497661573139264 0.0011184592500000001 0.00021215613526409525 0.0013919804999999999 0.0002714222286881692 0.0031925704999999998 0.0005135691458132162 0.0030390894999999998 0.00040585712210444036 0.00147751 0.000220796725995941 0.0010258833 0.00013078746527380613 0.0015536715000000001 0.000502545277428862 0.003048742 0.00037938478917709317 0.0028508599999999993 0.0006632265168894157 0.023462805 0.0037654051316907728 0.000742547 2.881852002299652e-05 0.019839745 0.0016854789896971708 0.0017417154999999998 7.388577859565244e-05 0.0016816455 4.7362522656296936e-05 0.0030909376000000004 0.0005809460624226277 0.0025345707500000004 0.0003468775767307752 0.004584551 0.0006839879844889534 0.00443107 0.0005409014065525542 0.0025033933 0.00032232880379335255 0.0046024135 0.0007432431378851851 0.0044045315 0.0008984769135672963 0.0007894726100000001 3.186892202760915e-05 0.0017813949900000001 7.674703360750311e-05 0.0017213249899999997 4.7727667932648215e-05 1.2290418933088292 0.22585726362254424 0.6825089101487517 0.13321844187200343 0.7069396683948248 0.15415871990314595 1.2550499518682257 0.2865007764079186 0.6852592062992473 0.15312362244623093 0.7182629966352982 0.15439045918010671 3.912379276813019 0.6867133695937556 1.737168078264736 0.32467486037797333 1.8001003051485864 0.3664642041553834 2.819395121147042 0.6049188979128763 0.9832088873064381 0.19876791505201274 1.0376150281865575 0.25618960764279974 3.069438072107533 0.7448495923833856 1.0268420624783618 0.21850581239805766 1.1113915152334513 0.2404552343133059 4.159704979705272 0.7335160157013484 1.7767487755814884 0.3330877224011097 1.8428268973303692 0.37735149322144973 1.450287109375e-06 5.628617191991508e-08 1.1602296875e-05 4.5028937535932064e-07 3.4017880859374995e-06 1.4430816131963368e-07 0.0009991685 8.334019478366413e-05 0.0009390984999999999 6.266504291406009e-05 4.5825791015625e-05 7.3543068978335405e-06 0.0001248960625 1.0417524347958016e-05 1.56120078125e-05 1.302190543494752e-06 1.4673414062499999e-05 9.79141295532189e-07 3.2844638671875e-06 9.250492706307995e-08 2.1844907226562502e-06 4.1436745168768603e-07 1.7475925781250002e-05 3.3149396135014882e-06 6.2354892578124996e-06 1.0030647379164378e-06 4.9883914062499997e-05 8.024517903331503e-06 5.9357216796874995e-06 7.926896916102351e-07 4.7485773437499996e-05 6.3415175328818806e-06
12.0 0.0 10000.0 0.0 9933.5 204.6829383782583 2656.0 26.832815729997478 1.0169999999999999e-07 2.8939319455134355e-08 0.0053622915 0.001217209913939403 3.38e-08 9.111011267460352e-09 0.005607886 0.0012200501268019581 0.001562492 0.0002728907938814776 0.0023613310000000004 0.000547574604048569 0.0015515945 0.00025433981157571095 0.0052540485 0.0011346943110639048 0.004495432000000001 0.0009418754219534516 0.0016022190000000002 0.00030738895192795646 0.0020508795000000004 0.0004507205771752706 0.0016008425 0.0003262332533128786 0.004252688499999999 0.000761966162581183 0.0049242565 0.0005230537940662598 0.032875535 0.004738876304987676 0.0024289690000000004 8.321299701747092e-05 0.030301260000000003 0.0014717095595901909 0.0036632109999999996 9.546897886364822e-05 0.0037331219999999997 0.0001460371215461084 0.005362393200000001 0.0012172242424438077 0.003923823 0.0008028739479559141 0.006805643 0.0012832346553353698 0.0060470265 0.0009386807552387107 0.0036530984999999993 0.0006498058020125804 0.0058535309999999995 0.0009836859990009724 0.0065250989999999995 0.0007454578621498731 0.0024947200700000003 9.016260376119425e-05 0.00372381352 9.767448581824811e-05 0.0037937245199999997 0.00014520356619234342 1.3966073511215893 0.33201120269014844 0.8056687285868002 0.19511490864102163 0.8993857913985265 0.2123078392228688 1.4868354324525819 0.33002174319544264 0.9307897043884061 0.2266741296013265 0.8260860317399485 0.18654516407354602 2.1553653861752253 0.5137464479842576 1.4402983655101065 0.3242517815386895 1.4139039882435507 0.3193751505497687 2.3480480800203334 0.6114209517874675 1.0561665465979106 0.288197540249798 1.2310613887565383 0.3409026622593078 2.6830765514444663 0.6787073718977578 1.2871293318859887 0.3289060412709158 1.0935245337259307 0.2443637585472725 2.2130898666877306 0.5254837245104477 1.464034966197291 0.3293197088327317 1.4368497039131607 0.3244220998772547 1.4056533564814814e-06 4.815566957030305e-08 1.6867840277777778e-05 5.778680348436554e-07 2.1199137731481483e-06 5.524825165718536e-08 0.0012342420000000002 0.00011248759911067324 0.001304153 0.00016155561099249623 1.902519386574074e-05 2.742405269090112e-06 0.0001028535 9.37396659255655e-06 8.571124999999998e-06 7.81163882713052e-07 9.056618055555556e-06 1.1219139652256502e-06 2.160371527777778e-06 8.451222311696265e-08 1.3665109953703704e-06 3.168834514169968e-07 1.6398131944444443e-05 3.802601417003961e-06 3.040537326388889e-06 6.566518003842024e-07 3.648644791666667e-05 7.879821604610437e-06 2.6015231481481483e-06 5.450667951119523e-07 3.121827777777778e-05 6.540801541343417e-06
16.0 0.0 10000.0 0.0 9323.9 16.63825648753074 2503.3 13.958962410548436 1.0779999999999999e-07 2.4319366335235208e-08 0.007175824 0.0016336479046709475 3.26e-08 7.337000677890674e-09 0.007922511499999998 0.0022136348888418 0.0015374959999999997 0.00027987912320180506 0.0035378985 0.0005789852036221796 0.0014527429999999998 0.0002153759851515504 0.0071275950000000005 0.0013092309120705339 0.0060843070000000015 0.0005014543764848103 0.0016735105000000004 8.2745424136474e-05 0.0028775465 0.00019530575018551053 0.0016491004999999999 7.64029377690228e-05 0.005343459 0.0002855568304927162 0.007191271000000001 0.0008246954267447251 0.04493878 0.001084710508360376 0.0060742885 4.029345072483596e-05 0.04371126 0.0008105624372197021 0.007465519999999999 4.285388626993302e-05 0.0079224755 7.894026352245101e-05 0.007175931800000002 0.0016336543433923432 0.005075394499999999 0.0006540122540416071 0.008580338 0.0014514633549505174 0.007537049999999999 0.0005901858214423612 0.004551056999999999 0.000266160952474466 0.0069925594999999995 0.0003400875911086349 0.0088403715 0.0008266111319578218 0.00616416606 4.1710482754071987e-05 0.00755294252 4.398199674944049e-05 0.00800989802 7.876745957688383e-05 1.4133368792064238 0.23927031150663539 0.8459134801809208 0.1784147902088172 0.9564024029695295 0.2121087617287231 1.5827795630352735 0.36696789452775935 1.028985015074033 0.23827557009275302 0.8091735355502028 0.15049891786371974 1.1637705581184947 0.2625916144760661 0.9499048284494858 0.21504233740891593 0.8957567622228468 0.2035466392070427 2.04473321066627 0.40452185221055137 1.023612075995121 0.23536982988520916 1.1907576790511354 0.29341405887068045 2.5067801700362073 0.5887928135230074 1.3475591210648985 0.3145226404077228 0.9958427735480582 0.1838780521626292 1.1809656622649567 0.2663931206346449 0.9610250552040958 0.2176131407514749 0.9056403602724897 0.20585417917767068 1.4829805908203126e-06 9.837268243368155e-09 2.3727689453125e-05 1.5739629189389048e-07 1.8226367187499997e-06 1.0462374577620365e-08 0.0013912314999999999 3.250066772998848e-05 0.001848187 9.111071986729112e-05 1.09713818359375e-05 2.648219014551699e-07 8.695196874999999e-05 2.03129173312428e-06 5.4344980468749996e-06 1.269557333202675e-07 7.21948046875e-06 3.559012494816059e-07 1.9341981201171874e-06 1.927252527403589e-08 8.637447509765625e-07 1.413538094780712e-07 1.3819916015625e-05 2.261660951649139e-06 1.7401354980468751e-06 3.196364531422202e-07 2.7842167968750002e-05 5.114183250275523e-06 1.4854265136718754e-06 1.2242538488398688e-07 2.3766824218750006e-05 1.95880615814379e-06
24.0 0.0 10000.0 0.0 6709.45 277.97377290142884 2420.3 17.628027922068014 1.1279999999999998e-07 2.0526234817654238e-08 0.014120415 0.0023282533831348678 3.17e-08 6.821791707847957e-09 0.01450872 0.0019404008483327512 0.001503439 9.792634444208303e-05 0.0067457295 0.0005588016095131349 0.0013766925 9.027345648668e-05 0.011170315 0.0004016486252736485 0.010732475000000002 0.00021051957997447285 0.0026174275000000005 0.00022935567852653416 0.004608617000000001 0.00021970061385296374 0.0027313075 0.0005727980831605233 0.007730905500000001 0.000385982222844952 0.011711075000000001 0.000533885323656469 0.059905710000000015 0.003601415482527519 0.023223550000000003 0.000462179445100815 0.057650894999999994 0.0035049752389659647 0.02467615 0.0005466403739396752 0.025851165 0.0003874706362729382 0.0141205278 0.0023282546595275837 0.008249168500000001 0.0006101812270074964 0.012547007499999999 0.000432808860691921 0.0121091675 0.0002229023501062609 0.007226044499999999 0.0002878615340836808 0.010462213000000001 0.0008036599927509161 0.0144423825 0.0010278988637116412 0.02334336142 0.00046852590968442134 0.02479145179 0.0005522466720707146 0.025966466789999997 0.0003878492216284972 1.7300125515180163 0.3634600513667729 1.126858703959214 0.1900052818251857 1.1662809128169904 0.1903425797150001 1.9589773413570548 0.3421108977496848 1.3579611904867186 0.24895232933034595 0.9827631216947166 0.17578743085511309 0.6049911328717799 0.10053815861233231 0.5697022383451741 0.09373791608308939 0.5444263831441626 0.09502630917568017 2.11987132611102 0.4618726452669423 1.2655408717014625 0.21148082931857193 1.3155420726143283 0.21185741819898543 3.071453162322329 0.5201185595209533 1.8297357115107065 0.3029361204519424 1.207669558425269 0.19971963309863358 0.6081037487113894 0.1010432822116304 0.5723567679297868 0.09416631056681608 0.546854150026366 0.09547835716914692 1.6799442997685186e-06 3.343311958193955e-08 4.0318663194444446e-05 8.023948699666713e-07 1.7850224247685184e-06 3.9542851124142606e-08 0.0014525999999999996 0.000763709860862714 0.002627615 0.0005262625243165219 4.33345703125e-06 2.605190597893273e-07 6.052499999999999e-05 3.1821244202613066e-05 2.5218749999999995e-06 1.3258851751088774e-06 4.561831597222222e-06 9.136502158272946e-07 1.8700206163194444e-06 2.80288365359443e-08 4.879723307291668e-07 4.0422570132604853e-08 1.17113359375e-05 9.701416831825307e-07 8.080378327546296e-07 2.905444337916896e-08 1.9392907986111113e-05 6.973066411000356e-07 7.763653790509259e-07 1.5228557579171653e-08 1.8632769097222222e-05 3.654853819002537e-07
32.0 0.0 10000.0 0.0 5257.65 143.23564500499688 2308.35 13.362457227536328 1.0765e-07 1.6881241535783886e-08 0.022967005 0.0026909288055036937 2.6250000000000003e-08 5.300198606010698e-09 0.019356949999999994 0.0007086676145379633 0.0015478330000000002 7.247694240239068e-05 0.010862685 0.000277474926842621 0.0015096130000000001 0.00013261599764972354 0.01818968 0.0006361847096889413 0.01685186 0.0001262713594233044 0.0036622520000000004 0.00014650757385128156 0.0077536720000000005 0.00020369263569869434 0.0036912114999999995 0.00016917253339573582 0.011391065000000002 0.0004444493698889447 0.01670215 0.0006178934940586271 0.09498240500000002 0.002032258782079041 0.065983105 0.0003463106355427063 0.09486462 0.0016711302162250095 0.06848267999999999 0.0004169274676296644 0.07079993000000001 0.0006302402834164752 0.022967112650000003 0.0026909306261724245 0.012410518 0.0003013468966001081 0.019699292999999996 0.0006639225566848189 0.018361472999999996 0.00021871360468623925 0.011415924 0.0002846773495953178 0.015082276499999997 0.0005561331919535568 0.020393361499999995 0.0006267593999067729 0.06617306981000001 0.0003500975465962467 0.06867240924000001 0.0004192324455158375 0.07098965924 0.0006306689204618524 1.8518196212547697 0.22213489208611567 1.1660493699076082 0.13307455469794127 1.2506198299329712 0.14360170894125818 2.013353260750139 0.24492630784526043 1.5262087258439956 0.19835620921906186 1.126883466576759 0.1332728724064223 0.3470845266069446 0.04074579418044869 0.33449690782905084 0.03962536889258529 0.32361846449100345 0.03870179963475602 2.116173639942101 0.258615885482908 1.2630668609033586 0.14659073771261685 1.362775228964201 0.15866125706554768 2.9650583922125664 0.3673593159977227 2.0211448517503823 0.26380337188976327 1.3760961241534173 0.16168424579210128 0.3480820821230458 0.04086281546589846 0.33542168439017195 0.039732207902545794 0.32448406241428773 0.03880429319431764 2.013644561767578e-06 1.0568561875692942e-08 6.44366259765625e-05 3.3819398002217413e-07 2.0899255371093747e-06 1.2723616565846692e-08 0.0024995750000000017 0.0005386450338581076 0.004816825000000003 0.0006395574579142133 2.8986329650878912e-06 6.201961615231449e-08 7.811171875000005e-05 1.6832657308065864e-05 2.4409912109375017e-06 5.260205408770582e-07 4.703930664062503e-06 6.245678299943489e-07 2.1606423950195316e-06 1.9233407086684424e-08 3.3150283813476564e-07 8.467862757648345e-09 1.06080908203125e-05 2.7097160824474705e-07 5.5510498046875e-07 1.941481657986271e-08 1.7763359375e-05 6.212741305556068e-07 5.142779541015625e-07 3.853496076150647e-09 1.645689453125e-05 1.233118744368207e-07
48.0 0.0 10000.0 0.0 4348.95 46.604127894870835 2167.3 56.45128314238047 1.179e-07 3.8207053633699864e-08 0.04423912 0.0026025997556289927 2.23e-08 4.079473650259069e-09 0.0398288 0.0008194605215116421 0.0019345970000000001 0.0002874988386631013 0.025504855 0.0021213485183461337 0.001897236 0.0003377399082819721 0.03754718 0.0010822909340353459 0.03615348 0.0006396688811205264 0.0053193665 8.848552681386841e-05 0.024183404999999998 0.0003623325928873582 0.005322633000000002 0.00019046984046655892 0.029345385 0.00045544788282910484 0.03980695 0.0005538743630099899 0.1979325 0.08950085456428247 0.27706854999999997 0.019447286947771984 0.1935554 0.06712414086044334 0.28117735 0.019450221939675532 0.2835798000000001 0.005329159937742708 0.04423923789999999 0.0026026093490433395 0.027439451999999996 0.0023989486400298765 0.039444415999999996 0.001391149983402222 0.038050716 0.0007113751511606504 0.029502771499999997 0.00041343675942667957 0.034668018 0.0006064150787825593 0.045129583 0.0006715810338855898 0.27746441499999996 0.019625969467908178 0.2815644608 0.019584274119706292 0.2839669107999999 0.005457050206943059 1.6192565045061182 0.1250438554481836 1.1226287906425285 0.07284601697290252 1.1628076091614945 0.06800464512316245 1.4999708937469778 0.09338010792584214 1.2766077907594595 0.08077287670243502 0.980604115262258 0.061611280298413826 0.15996571309304874 0.012247423679543883 0.15761604540754154 0.011937670297451877 0.1558159109708164 0.00917588759681175 1.7413343049240715 0.13123536772439856 1.1788465949638876 0.0720995639281537 1.2236904126838433 0.06996237502828163 1.8300134395909002 0.11531836500081585 1.5080526573681232 0.09440929267200096 1.1116841723322455 0.06945411383918751 0.1601861201128268 0.012228654079951669 0.15782738072996125 0.011929364010835346 0.15602653545887749 0.009178082647572115 2.5053218135127313e-06 1.7584714036974736e-07 0.0001202554470486111 8.440662737748162e-06 2.542474591290509e-06 1.7587367928670406e-07 0.004108799999999998 0.0008414016251094712 0.006511249999999999 0.014423651325714633 1.7897542317708331e-06 8.092886878280754e-07 8.559999999999998e-05 1.7529200523113994e-05 1.7833333333333327e-06 3.6519167756487595e-07 2.8260633680555552e-06 6.26026533234142e-06 2.5641981336805552e-06 4.818757177507775e-08 2.3062115704571757e-07 1.9181753818958235e-08 1.1069815538194443e-05 9.207241833099983e-07 3.395108145254629e-07 9.786340187672931e-09 1.629651909722222e-05 4.697443290083818e-07 3.269086371527778e-07 5.784042978879942e-09 1.569161458333333e-05 2.776340629862176e-07
