1024 1.43e-07 0.0184081 0.00100209 5.4152e-05 0.000311092 0.000379989 0.000944773 4.8894e-05 0.00130334 0.00136439 0.00132755 0.000194709 4.749e-06 0.000206215 0.000796602 0.000186521 1.8289e-05 0.000211181 93.0909
1024 7.4e-08 0.0175515 0.00075455 4.9148e-05 0.000291949 0.000354936 0.000639531 4.6945e-05 0.00117369 0.00123141 0.000885595 0.000173589 4.411e-06 0.00018328 0.000819142 0.000171772 1.6865e-05 0.000194008 93.0909
1024 1.41e-07 0.0183981 0.000813002 6.7714e-05 0.000408576 0.000497722 0.000722605 6.2038e-05 0.00160998 0.00168505 0.00073811 0.000247819 6.248e-06 0.00026736 0.000773377 0.000186192 1.8266e-05 0.000211364 93.0909
1024 1.38e-07 0.0129268 0.000873521 0.000101346 0.00059438 0.000723406 0.000829862 4.9719e-05 0.00122695 0.00128948 0.000727799 0.000188403 4.759e-06 0.000199437 0.000743298 0.000196669 1.8706e-05 0.000223351 93.0909
1024 7.7e-08 0.0129398 0.000872057 5.4794e-05 0.000289616 0.000359296 0.000662588 4.5058e-05 0.00122196 0.00127931 0.000758753 0.000188383 4.743e-06 0.000199134 0.00080163 0.000186601 1.8273e-05 0.0002114 93.0909
1024 8.2e-08 0.0128871 0.000743315 4.9275e-05 0.000286667 0.000349009 0.000775225 4.5092e-05 0.00117068 0.00122675 0.00075773 0.000173348 4.35e-06 0.000183444 0.00074631 0.000171412 1.6729e-05 0.000193886 93.0909
1024 8.5e-08 0.0138953 0.000788555 5.3391e-05 0.000310705 0.000378245 0.000691138 4.8594e-05 0.00127375 0.00133405 0.000824448 0.000188532 4.784e-06 0.000199146 0.000767728 0.000186635 1.8361e-05 0.000210864 93.0909
1024 7.5e-08 0.013033 0.000724632 5.0942e-05 0.00029259 0.000360003 0.000741046 4.8203e-05 0.00118738 0.00124687 0.000725938 0.000173297 4.381e-06 0.00018337 0.000737053 0.00017172 1.6936e-05 0.000194775 93.0909
1024 7.9e-08 0.0139116 0.000820088 5.3204e-05 0.000310407 0.000377447 0.000697985 4.8872e-05 0.00127905 0.00133939 0.000864067 0.000188376 4.695e-06 0.00019914 0.000889155 0.000186649 1.8124e-05 0.000211103 93.0909
1024 7.7e-08 0.0129887 0.000838963 5.1322e-05 0.00029637 0.000362872 0.000717073 4.506e-05 0.00116273 0.00121794 0.000953151 0.000360375 9.092e-06 0.000381006 0.000613462 0.000174919 1.6876e-05 0.000198652 93.0909
1024 9.4e-08 0.0253048 0.000732258 7.6281e-05 0.00045906 0.000556651 0.000788933 6.9756e-05 0.00183177 0.00191656 0.000745112 0.000270328 6.761e-06 0.000285067 0.000878406 0.000267629 2.5984e-05 0.000302018 93.0909
1024 7.9e-08 0.0148828 0.000750411 6.558e-05 0.0003573 0.000440778 0.000708825 5.6038e-05 0.00145161 0.00151976 0.000766086 0.000227635 5.838e-06 0.000245355 0.000753428 0.00021391 2.0922e-05 0.000242416 93.0909
1024 8e-08 0.0133076 0.000858321 5.1066e-05 0.000292548 0.000361577 0.000721807 4.5102e-05 0.00116307 0.00121814 0.000962232 0.000360095 9.112e-06 0.000380927 0.000795291 0.000171984 1.6953e-05 0.000194742 93.0909
1024 8.4e-08 0.0137256 0.000850159 5.1449e-05 0.000293038 0.000361389 0.000717337 5.9206e-05 0.00122763 0.00129886 0.000776764 0.000173647 4.388e-06 0.000183958 0.000737893 0.000171605 1.6958e-05 0.000194808 93.0909
1024 7.9e-08 0.0131628 0.000769118 4.9065e-05 0.000285961 0.000348311 0.000740566 4.7463e-05 0.00189729 0.00196397 0.000823592 0.000173548 4.368e-06 0.000183839 0.000783777 0.000171922 1.7013e-05 0.000195012 93.0909
1024 7.9e-08 0.013042 0.000784691 5.1105e-05 0.000297996 0.000362814 0.000756642 4.5131e-05 0.00116869 0.00122393 0.000762455 0.00017875 4.597e-06 0.000190085 0.000860586 0.000171779 1.6872e-05 0.000194852 93.0909
