16 1024 34 1.28e-07 0.0339413 2.6e-08 0.019939 0.000976707 0.000344408 0.00204481 0.00063891 0.000573179 0.00089458 0.00026266 0.000866738 0.000368424 0.000453715 0.00516717 0.00373657 0.00762541 0.00425171 0.00376796
16 1024 14 7.5e-08 0.0249771 3.1e-08 0.0221786 0.00105054 0.000454385 0.000812882 0.000871402 0.000820414 0.000939887 0.00032933 0.000925587 0.000503025 0.000616926 0.00998717 0.00390156 0.0077521 0.00384042 0.00365352
16 1024 33 6.2e-08 0.0262349 6.8e-08 0.0230364 0.000992003 0.000356235 0.000765765 0.000679313 0.000621414 0.000856181 0.000258282 0.000845372 0.000392556 0.000480585 0.0072276 0.00345934 0.00543972 0.00381844 0.00380865
16 1024 2 6.1e-08 0.0294697 2.6e-08 0.0243217 0.00345973 0.000679874 0.00211065 0.000775292 0.000716123 0.00316638 0.000292268 0.00251524 0.000464159 0.000572819 0.00632155 0.00527809 0.0214597 0.00495282 0.00372411
16 1024 31 6.1e-08 0.0313333 3.2e-08 0.0206271 0.00452992 0.000597391 0.00220152 0.00112362 0.00102025 0.001015 0.000424496 0.000930654 0.000647339 0.000431693 0.0111625 0.00486756 0.00722151 0.00385138 0.00362798
16 1024 2 6.5e-08 0.0213417 2.6e-08 0.0231335 0.00187421 0.000510453 0.000805026 0.000982684 0.000897266 0.000948399 0.000367122 0.000941411 0.000558918 0.00066618 0.0144303 0.00474725 0.00629688 0.00343639 0.00342885
16 1024 22 1.26e-07 0.0244283 2.6e-08 0.0221769 0.000901697 0.00047243 0.000834051 0.000859477 0.000814419 0.0009625 0.000326028 0.000914423 0.000511007 0.000655463 0.00978097 0.00385056 0.00684266 0.00386084 0.00346801
16 1024 19 6.9e-08 0.0346726 3.1e-08 0.022687 0.000864052 0.000510819 0.00078352 0.00098047 0.000892511 0.000887379 0.000374274 0.000855031 0.000382707 0.000709031 0.0109807 0.00401688 0.00669621 0.00326389 0.00322046
16 1024 40 6.1e-08 0.0179007 3.2e-08 0.0259234 0.00109379 0.000680082 0.000872669 0.000926531 0.00062308 0.000826266 0.000256803 0.000847232 0.000401802 0.00047652 0.00643674 0.00310183 0.00502131 0.00367284 0.00396323
16 1024 43 6.6e-08 0.0159364 2.6e-08 0.0259254 0.00109563 0.000680194 0.000866854 0.000835191 0.000622833 0.000824286 0.000253243 0.000808663 0.000414519 0.000496757 0.00634233 0.00308216 0.00502269 0.00371154 0.00376065
16 1024 44 6.7e-08 0.0157475 3.1e-08 0.0259327 0.00110888 0.000680554 0.000871596 0.00131145 0.000623422 0.000863015 0.0002523 0.000845834 0.000399428 0.000493415 0.00677912 0.00311904 0.00518555 0.00373776 0.00412619
16 1024 43 6.6e-08 0.0161335 2.2e-08 0.0258752 0.00107161 0.000694794 0.000944955 0.000630467 0.000623454 0.00099114 0.000254317 0.000865806 0.000404535 0.000499416 0.00573801 0.00299185 0.00494899 0.00406119 0.00452304
16 1024 13 6.1e-08 0.0256942 3.2e-08 0.0225381 0.00191233 0.000454088 0.000884193 0.000861643 0.000811708 0.000916982 0.000324477 0.000920207 0.000508083 0.000618353 0.00873089 0.00405953 0.00863894 0.00381205 0.00334676
16 1024 46 6.4e-08 0.0183901 2.6e-08 0.0258758 0.00102157 0.000680117 0.000831781 0.000940364 0.000622618 0.000831324 0.000260505 0.000841547 0.000410858 0.000484528 0.00763259 0.00311536 0.00526631 0.00366006 0.00386747
16 1024 40 6.2e-08 0.0160801 4.7e-08 0.0223778 0.00109223 0.000694253 0.000870076 0.00128199 0.00117147 0.000891952 0.000260707 0.000875031 0.000396658 0.000482155 0.0072688 0.00321348 0.0051144 0.00377786 0.00387088
16 1024 37 6.1e-08 0.0333807 3.2e-08 0.0192389 0.00101424 0.000342604 0.000834183 0.000635294 0.000572005 0.000861703 0.00023639 0.000965651 0.00035838 0.000437703 0.00530073 0.00361202 0.00730019 0.00424256 0.00380951
16 1024 36 6.4e-08 0.0202821 2.6e-08 0.0259889 0.0011332 0.000680249 0.000904307 0.0012844 0.000622484 0.000881428 0.000254755 0.000856973 0.000404986 0.000499454 0.00687848 0.00315905 0.00507522 0.00376093 0.003787
16 1024 20 6.5e-08 0.0225204 3.2e-08 0.0227196 0.000928993 0.000510411 0.000770929 0.000982325 0.000894398 0.000866099 0.000370464 0.000926163 0.000590341 0.000731993 0.0115901 0.00409722 0.00721436 0.00333941 0.0033616
16 1024 35 6.5e-08 0.015876 2.1e-08 0.0258513 0.00106639 0.000697521 0.000854782 0.00123448 0.000623123 0.000832991 0.000262226 0.00083192 0.000399874 0.000488878 0.00684401 0.00316019 0.00601082 0.00383768 0.0039194
16 1024 37 6.9e-08 0.0164358 2.7e-08 0.0260058 0.000998068 0.000647115 0.000752993 0.00064743 0.000574432 0.00080833 0.0002529 0.000921207 0.000380808 0.000475502 0.00535864 0.00276738 0.00536994 0.00374398 0.00401913
16 2048 206 6.9e-08 0.0355518 3.2e-08 0.0383071 0.00260311 0.000624907 0.00103163 0.00119057 0.00110425 0.00149021 0.000437225 0.00153988 0.000729467 0.000910338 0.00817269 0.0037884 0.00998761 0.00451045 0.00398493
16 2048 194 1.22e-07 0.03659 3.4e-08 0.0351902 0.0021832 0.00062455 0.00119474 0.00140447 0.00137688 0.00161348 0.000437747 0.00205876 0.000745904 0.000911976 0.0085 0.0047035 0.011855 0.00468634 0.00371223
16 2048 190 6.1e-08 0.0449186 3.2e-08 0.0379566 0.00179492 0.000647939 0.00198268 0.00119079 0.00111184 0.00399271 0.00056624 0.00280803 0.000923662 0.00116556 0.0112494 0.0048314 0.0160611 0.00536112 0.0047179
16 2048 148 5.7e-08 0.0586635 3.1e-08 0.0285603 0.00198851 0.00062482 0.00279448 0.00118804 0.00111331 0.00226112 0.000356803 0.00188709 0.000595389 0.000744439 0.00951603 0.00577282 0.0227281 0.00495781 0.00410371
16 2048 176 6.9e-08 0.0389341 3.3e-08 0.0291869 0.00653004 0.000626588 0.00111327 0.00118362 0.00110919 0.00824995 0.000365918 0.00321918 0.00129486 0.00162661 0.0202658 0.00564587 0.0137947 0.00476342 0.00418626
16 2048 213 7.2e-08 0.0368946 3.2e-08 0.0381182 0.00108239 0.000624949 0.00127921 0.00121056 0.00110528 0.00141876 0.000444821 0.00140574 0.000799004 0.00100922 0.00789562 0.0038284 0.00745265 0.00410015 0.00413196
16 2048 200 7.6e-08 0.0329155 3.2e-08 0.0366706 0.000937515 0.000624937 0.000842359 0.00119096 0.0011063 0.00106185 0.000381769 0.00102027 0.000661552 0.000810297 0.00706589 0.0033674 0.00617376 0.00361957 0.00370625
16 2048 216 6.5e-08 0.0274003 3.2e-08 0.0374247 0.000950388 0.000625072 0.000829895 0.00121028 0.00112276 0.00097523 0.000353867 0.00107678 0.000590751 0.000804268 0.00663928 0.00337465 0.0083563 0.00455097 0.00385771
16 2048 204 6.7e-08 0.0315371 3.2e-08 0.035423 0.000909985 0.000636518 0.000840942 0.00118845 0.00110523 0.00107748 0.000390894 0.000929805 0.000680127 0.000883222 0.00669499 0.00330546 0.00703551 0.00364068 0.00376499
16 2048 221 6.6e-08 0.0408528 3.3e-08 0.0367438 0.000995412 0.000624692 0.000968529 0.00118739 0.00110503 0.00144041 0.000354956 0.00247287 0.000670884 0.000830126 0.00725568 0.00339479 0.0073709 0.00505939 0.00458469
16 2048 201 5.8e-08 0.0314746 3.2e-08 0.0348939 0.00113801 0.000624914 0.000937747 0.00117774 0.00119746 0.000974588 0.000381296 0.000961348 0.000651588 0.000822464 0.00719138 0.00338593 0.00659668 0.00413132 0.00420081
16 2048 207 7.2e-08 0.0353931 3.4e-08 0.0378231 0.000957653 0.000625254 0.000787406 0.00118148 0.00110967 0.000969048 0.000358643 0.00101665 0.000644521 0.00080693 0.00528023 0.00306841 0.0073705 0.00358883 0.00360064
16 2048 213 6.1e-08 0.0272681 3.2e-08 0.0356449 0.000926747 0.000652296 0.000810992 0.00130357 0.00119894 0.000978963 0.000392084 0.000942 0.000676293 0.000859459 0.00720702 0.00339036 0.00624683 0.00407476 0.00412495
16 2048 227 6.5e-08 0.0341797 3.1e-08 0.0360159 0.000961836 0.000624984 0.000859471 0.00119 0.00110504 0.00176223 0.000381538 0.00101381 0.000641296 0.000733264 0.00677752 0.00329737 0.00501984 0.00633239 0.00565191
16 2048 207 6.2e-08 0.0465873 3.2e-08 0.0388037 0.000972654 0.000624811 0.000861865 0.00117916 0.00123464 0.00100103 0.000352307 0.000991328 0.000669512 0.000946464 0.00855519 0.0039508 0.0074738 0.00371406 0.00375277
16 2048 215 6.5e-08 0.0317559 3.2e-08 0.035393 0.0010113 0.000638496 0.00087055 0.00119251 0.00114976 0.00108147 0.000385036 0.00115913 0.000642122 0.000740192 0.0067567 0.00330563 0.00644832 0.00428854 0.00465859
